house,name,duration,power,model,efficiency,progress,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,with_dr,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,len_profile,skew,schedule,schedule_skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_coolingtime,min_heatingtime,min_chargingtime,min_dischargingtime,charging_counter,discharging_counter
H011,CW011,1.4340107848246983,0.18201326412787716,7297E3,0.9506251739131988,0,0,0,0,0,0,26.001411153317097,True,BN,230.0,120.0,50.0,237.253.111.56,10026,224.0.2.0,10000,16.180365705531106,18.01750151529979,16.652051981539493,19.230577435099576,17.037584650720884,18.57397422267988,15.544146549320837,19.482830905627313,15.060051585111808,18.987245213523572,15.193706912035243,19.828193763204627,16.04175989372604,19.98348335530832,16.207207812263263,19.42718135976738,14.94396830575931,20.33181357895316,15.434325437364286,18.229398763687367,ntcl,clotheswasher,7297E3,3530,0,P4,458,0,0,0,0,0,0,14.17888387249755,3530,43.87837325416666,53.759026967564125,5,5,5,5
H012,CW012,0.8603055827515063,0.22454347167019012,D3230E2,0.9501838699015367,0,0,0,0,0,0,31.43448452070252,True,CN,230.0,-120.0,50.0,235.21.195.214,11097,224.0.2.0,10000,15.026604117844524,20.235248897032424,14.660304998559331,20.42480192155651,15.065228410992638,20.063595125709476,16.824976691201762,19.651716031757903,15.871361034371668,18.238344958615308,16.490937363965955,20.210312518097368,16.618566283931987,21.151825289611747,16.202974523736433,20.362129149036544,17.354964813630076,20.579835697019202,15.191997823489617,20.813926775357096,ntcl,clotheswasher,D3230E2,8995,0,P3,-491,0,0,0,0,0,0,57.534456834323336,8995,51.840088155684676,49.00571965182321,5,5,5,5
H013,CW013,1.0729460577108083,1.2329371565409122,B8121D,0.9501584323445075,0,0,0,0,0,0,58.43313983119991,True,AN,230.0,0.0,50.0,227.145.14.97,10193,224.0.2.0,10000,16.75702704062477,21.292208572079062,16.90675111688705,19.961648808969308,16.445172215482945,19.185683471863218,16.60690456758538,20.543284233131374,15.588267878791596,19.8420455162837,15.999589030107357,21.166464762939295,16.49511739103967,19.65140024862349,16.503440859746707,18.12196550465058,15.16155176322494,20.15849656630167,15.725680991956374,20.714091256354745,ntcl,clotheswasher,B8121D,5294,0,P2,-551,0,0,0,0,0,0,52.47757855446072,5294,49.14917301228326,48.95841529856917,5,5,5,5
H014,CW014,0.6388951622805945,1.304186580865685,B8121D,0.9508547278744844,0,0,0,0,0,0,37.77419721213849,True,BN,230.0,120.0,50.0,237.125.230.148,10044,224.0.2.0,10000,16.918991029728595,18.869975575323828,15.531273571050532,21.85953654185627,16.667529373912032,20.277510021295193,16.7326219010781,21.54775441378981,15.280756002666578,18.620460867888756,16.05063410521864,19.941332802819833,15.669913826596838,19.9804019331249,17.901217344588826,19.27940925499811,15.903641054575326,20.22004178894182,16.811341555496238,20.00688600861016,ntcl,clotheswasher,B8121D,5294,0,P3,-788,0,0,0,0,0,0,37.63301957088686,5294,43.77097965125543,42.55328033243016,5,5,5,5
H015,CW015,1.012376794669416,0.4228688229868452,7297E3,0.9499107629046224,0,0,0,0,0,0,47.561414024216944,True,CN,230.0,-120.0,50.0,230.95.177.27,11872,224.0.2.0,10000,16.54623232217473,20.516505955420346,14.803207191084956,20.786079732541854,14.338232958210448,20.24030890422452,16.36378537316391,20.42486706531172,14.217804122734318,18.398238557475814,16.666627402281698,19.23547058363837,14.405519720264959,19.751816274996127,18.938494919097383,20.069709630148427,16.50281925710894,19.93873226748297,16.70383012785506,18.014337745912464,ntcl,clotheswasher,7297E3,3530,0,P3,29,0,0,0,0,0,0,13.81660872692387,3530,48.209387612831776,47.787533655183665,5,5,5,5
H016,CW016,1.2270629658507142,0.18603386286815204,D3231E,0.9501010226749516,0,0,0,0,0,0,31.349836284208198,True,AN,230.0,0.0,50.0,233.150.17.250,11100,224.0.2.0,10000,15.498524365260844,19.780918580531157,15.987482222221498,20.3201206073544,14.305236411434151,21.27421843752938,16.44323918896145,19.293885977379865,16.387650519096113,19.40032296521057,13.63912315799378,18.875165937511564,16.402704552212143,19.925971540095684,18.104006499383626,18.358506980527494,16.291612367338296,19.15145142890858,15.71738648617384,18.26742631651953,ntcl,clotheswasher,D3231E,2812,0,P5,602,0,0,0,0,0,0,45.53809077659267,2812,37.42553049115812,42.14786700064047,5,5,5,5
H017,CW017,0.6999922296132043,0.6879220804918131,B8121D,0.9460231621317383,0,0,0,0,0,0,37.888345116837115,True,BN,230.0,120.0,50.0,229.153.32.18,11705,224.0.2.0,10000,14.06968337395133,21.20437679115455,13.918814108289691,21.51579184697737,15.824475452053514,19.73589040171015,16.044164469687306,18.160576370496827,14.38042984402286,19.753997474090422,16.19357043044411,19.999200399935788,17.07326616581302,21.4237299192386,16.721542871613398,19.34229707431712,16.10657765895481,22.04389902056519,16.055470091822958,20.290341247082974,ntcl,clotheswasher,B8121D,5294,0,P4,-165,0,0,0,0,0,0,32.38323090159827,5294,34.98127419150098,45.54687914487074,5,5,5,5
H018,CW018,1.5315485977097283,0.535109433627954,11F01E,0.9501889957343544,0,0,0,0,0,0,28.57757648864858,True,CN,230.0,-120.0,50.0,236.0.45.144,12761,224.0.2.0,10000,14.577146277766493,19.85959106520883,16.605921676703883,20.139395101886656,17.029462228445254,18.489330945381056,15.917299625004622,19.101786584132494,14.733485600167038,21.699426377027937,16.420266859536888,19.682436438038206,16.97604010724801,21.710853817143786,15.058647410788112,21.854214565929027,17.573174801588507,20.412143882736267,16.390177988407117,19.081550387757172,ntcl,clotheswasher,11F01E,7334,0,P2,-601,0,0,0,0,0,0,22.71745777900971,7334,55.27267651448235,58.385574659001264,5,5,5,5
H019,CW019,1.4371141693886176,1.2609204817783985,D338C9,0.949050712272723,0,0,0,0,0,0,47.34353468572732,True,AN,230.0,0.0,50.0,231.71.88.244,12852,224.0.2.0,10000,15.922610635056154,20.724118355100916,15.73624505833132,20.31012934329246,16.97177849982034,20.11044514979626,14.866748971786556,19.986086000914128,15.231775899481606,21.794109906444618,16.07198539884351,17.958670746806117,16.330432341401735,19.18281688932526,17.169437548328965,19.88937481931905,13.736915322474946,19.51815273691545,15.931461223770816,19.774492540910344,ntcl,clotheswasher,D338C9,6172,0,P4,-778,0,0,0,0,0,0,38.72180699432727,6172,42.22423691130319,49.90658589243817,5,5,5,5
H020,CW020,1.335693362568867,0.5618720252263658,D3230E2,0.9528702461476162,0,0,0,0,0,0,65.49550480281579,True,BN,230.0,120.0,50.0,238.244.233.5,12408,224.0.2.0,10000,15.684840173491546,18.622648566155018,16.50060472833675,18.931474432373932,15.319606176083473,20.79590247889585,14.977105068076218,18.23588678953924,15.955240582142002,20.217357306890143,16.615600286725996,19.867705650239934,18.478192150897684,17.779688582148758,16.4075922618803,20.166128144960947,16.2211387493746,19.032226844933035,15.16380755484432,19.375126703007695,ntcl,clotheswasher,D3230E2,8995,0,P2,-788,0,0,0,0,0,0,39.69777012189543,8995,33.76057178815843,43.667405209376184,5,5,5,5
H021,CW021,0.8638892523348677,0.1725401355028252,B8121D,0.9482064533137469,0,0,0,0,0,0,55.27057007366605,True,CN,230.0,-120.0,50.0,231.66.75.60,10854,224.0.2.0,10000,16.404006072964258,20.68684822854639,15.878137789589738,19.101116917721345,16.612237442546547,18.88286978768923,15.530423776154763,20.845290557752456,17.665209610637685,20.1125415254116,14.243483086960945,19.992481766979633,14.935294654452107,18.51785499446814,17.55964664544704,19.291646831894997,16.23822802245156,21.096581850676404,15.475505421755175,18.63636498987896,ntcl,clotheswasher,B8121D,5294,0,P2,-542,0,0,0,0,0,0,16.789157994642977,5294,54.90743274949499,42.39585049169048,5,5,5,5
H022,CW022,1.3027485309689357,0.597471138705125,11F01E,0.9498396052673191,0,0,0,0,0,0,57.27341168611281,True,AN,230.0,0.0,50.0,231.123.104.11,12400,224.0.2.0,10000,16.726091433022063,20.144667613459617,14.930658743999803,20.821824909062215,16.271939214837722,21.568902978237706,17.524671566444475,20.09009004277034,15.88369877494585,19.71898641842085,17.646106031507838,18.824169787836446,15.631093206061472,19.55728631823234,16.623322547475688,21.136990839044262,15.986914642441436,20.831638817192765,16.485576239946596,20.57407879303599,ntcl,clotheswasher,11F01E,7334,0,P3,234,0,0,0,0,0,0,45.17028170566443,7334,58.481695338592104,38.58116825406253,5,5,5,5
H023,CW023,0.49345215340201165,1.0980661001062184,7297E3,0.9501838719817092,0,0,0,0,0,0,60.53846555206184,True,BN,230.0,120.0,50.0,233.216.172.252,11067,224.0.2.0,10000,16.554331156035555,20.512228534887473,15.894006338038878,20.036733438157704,15.566735934336139,20.494113326550824,15.317959177370739,20.801391912008942,13.807005528199976,22.21791514455415,17.582320052038718,19.807665045873836,16.204733835734118,19.851449168042564,16.829172193522663,18.218155359719113,14.908473498399376,20.5724176185901,15.9866978338629,19.656885793041038,ntcl,clotheswasher,7297E3,3530,0,P4,-584,0,0,0,0,0,0,54.97185051879255,3530,39.05234194794008,47.750078440817134,5,5,5,5
H024,CW024,1.7386768612289099,0.5554215825735509,D3230E,0.9517658858009578,0,0,0,0,0,0,25.656934034905035,True,CN,230.0,-120.0,50.0,228.141.75.149,10364,224.0.2.0,10000,17.19059248072508,18.868207031555265,16.407743972981223,19.34810188301728,15.098154939671323,20.031105583440123,17.435861954911882,21.701533945289015,16.842670629274476,19.31888438087845,15.748672295829158,19.124709223724626,15.658788515675758,19.791705406118275,16.052583752322036,18.766165959466004,16.501259758188,18.775790021818644,15.468464411213631,21.138071810667036,ntcl,clotheswasher,D3230E,7370,0,P4,379,0,0,0,0,0,0,10.0470771952401,7370,40.925604910380656,48.05563205956837,5,5,5,5
H025,CW025,1.3134844841939644,0.6447593704036556,7297E3,0.9518566277060582,0,0,0,0,0,0,79.74460189299393,True,AN,230.0,0.0,50.0,232.101.148.203,12835,224.0.2.0,10000,16.343931688016994,21.401106970811266,17.929000401070027,19.150608728689768,16.1799696530395,20.242792076026372,15.508776648588114,20.69248855835541,14.832160828620815,21.522048324872443,16.608187907821414,19.828904316061234,14.26188022116239,20.134934972535785,15.801014984948008,18.723398889604894,15.811342443154896,19.559294124380575,13.853030825258312,18.07040733800097,ntcl,clotheswasher,7297E3,3530,0,P4,-478,0,0,0,0,0,0,12.651512449207614,3530,50.682682093192625,43.97408446205955,5,5,5,5
H026,CW026,1.48656883405152,0.8457778309843846,D3231E2,0.9499702998200158,0,0,0,0,0,0,45.369153199542495,True,BN,230.0,120.0,50.0,230.170.135.191,11903,224.0.2.0,10000,17.05327229318566,18.9750830217357,14.546320725537335,18.517375271079768,15.757575777556946,17.856039419809278,16.70224696457268,20.44740496397505,15.643630221720075,20.30280248416784,14.32944148076183,21.40319421766332,17.760557776647463,19.313187474290515,14.194313017450671,19.953623977739404,16.850720411727202,19.226871392141028,16.69301946239889,20.149764477816095,ntcl,clotheswasher,D3231E2,3951,0,P1,-848,0,0,0,0,0,0,58.459941508024244,3951,53.36976992939594,53.835866334599245,5,5,5,5
H027,CW027,0.6093442480868289,0.9727421730570762,D338C9,0.9515730243353745,0,0,0,0,0,0,55.16266310386931,True,CN,230.0,-120.0,50.0,226.99.184.160,11988,224.0.2.0,10000,16.26270737849658,17.801531519884062,16.28245113448903,18.484341714286558,17.209721418171203,21.07197753107422,19.031573227460804,19.152886119953497,16.663173177838758,19.50900996786853,16.163591572969672,20.958028983354104,14.601709363233336,20.487130798024882,16.807974400139578,21.49568547421552,17.728876426436273,19.613574015633873,16.630445150884526,21.14344298700189,ntcl,clotheswasher,D338C9,6172,0,P1,744,0,0,0,0,0,0,21.661681378318907,6172,54.98721147652945,33.64356860722613,5,5,5,5
H028,CW028,0.7565859823217749,1.1062447046868942,D3231E,0.9469612625214126,0,0,0,0,0,0,63.124917861473136,True,AN,230.0,0.0,50.0,228.193.209.154,10061,224.0.2.0,10000,15.301893908308948,18.658994629812444,16.434571251006613,21.884292148403613,16.32178386013332,21.79467771425606,15.689511255152443,20.99303175570818,16.404259959723273,21.276942630668643,16.47010160314376,20.270981067221665,14.946986127514432,19.913557025202977,17.431153653742783,19.96425188407621,14.86929921983441,21.066129532436424,16.34773229923451,19.462700143210352,ntcl,clotheswasher,D3231E,2812,0,P4,-366,0,0,0,0,0,0,52.69363225313244,2812,45.04771318619045,53.786877770608484,5,5,5,5
H029,CW029,1.2827330500733416,0.8924239877185995,7297E3,0.9490645861032229,0,0,0,0,0,0,79.38093747235598,True,BN,230.0,120.0,50.0,229.226.212.35,10660,224.0.2.0,10000,15.933701451562667,22.253733672420935,14.547816681700471,21.09332770868806,15.312228938157418,19.761677316131085,15.935141080254072,20.151591550052654,16.14517228922858,18.68943624694622,17.27344990378596,20.384283019898582,16.036093243882092,19.939809217525028,16.308977373398957,19.646699677819242,14.92933813156603,20.94046861282593,15.128373571146096,20.130759378295753,ntcl,clotheswasher,7297E3,3530,0,P4,-703,0,0,0,0,0,0,34.700034357920984,3530,32.12128479470438,54.78541042845728,5,5,5,5
H030,CW030,1.243332651822427,0.6773867183299779,D3230E,0.951257443615049,0,0,0,0,0,0,70.9013953561845,True,CN,230.0,-120.0,50.0,234.133.67.227,12729,224.0.2.0,10000,15.245886853078646,21.86998939355157,14.128008156935485,20.94021443763206,14.804451413005351,19.22524816622763,15.19924384047975,20.70886618543329,16.569913866867413,19.97427858999988,15.74077802026848,20.307590653997682,15.906468471185793,18.76400622597927,15.243226356002031,20.28091159957719,16.356199245565595,20.16386851472789,15.89746240235817,20.54601006652489,ntcl,clotheswasher,D3230E,7370,0,P3,146,0,0,0,0,0,0,35.66929222129927,7370,33.53134438131228,48.85145891534509,5,5,5,5
H031,CW031,1.5340381667013032,0.5545595833304631,11F01E,0.949437998110605,0,0,0,0,0,0,41.36473477551097,True,AN,230.0,0.0,50.0,236.82.245.134,11409,224.0.2.0,10000,15.171674636250387,20.28553493351655,15.54389623067967,18.9814992133449,14.763955456114578,20.47298144585139,15.511038993374436,20.14469564201887,17.14821039932851,20.545570609423834,15.004660390280874,20.1280363877395,13.253538980057659,19.104701131593046,16.10700437777954,21.704595291858716,16.70769665642816,18.795549363582197,13.398499290707296,19.97574445716736,ntcl,clotheswasher,11F01E,7334,0,P3,-232,0,0,0,0,0,0,37.692240251965174,7334,42.119176109835365,58.76957473173607,5,5,5,5
H032,CW032,0.5174001114404176,0.7935362892168196,D3231E2,0.9517191818535287,0,0,0,0,0,0,49.856344685464535,True,BN,230.0,120.0,50.0,235.215.222.186,12975,224.0.2.0,10000,15.645802543414248,18.605775645141673,16.68282548584542,19.313474459590513,16.08343598253873,20.804660814744388,14.676285482041337,21.221169855709068,15.569929477653483,19.585630599825194,14.715187411006259,20.48665770646501,15.626961721451874,20.509482580084512,16.209720483423744,21.342118806778235,15.744985303631893,22.15270938370555,16.800962063384183,20.614201080403795,ntcl,clotheswasher,D3231E2,3951,0,P3,-466,0,0,0,0,0,0,5.535951391480161,3951,35.32045058550733,50.00470563240896,5,5,5,5
H033,CW033,0.9685199554258329,0.6660198506879544,11F01E,0.9522696070805002,0,0,0,0,0,0,75.9455229786906,True,CN,230.0,-120.0,50.0,233.224.232.164,11127,224.0.2.0,10000,17.533117404382278,20.006664754838834,16.96340529825291,19.239025167513464,15.516807779030641,19.758373951584023,15.132841722970982,19.479554219935167,16.663694397775664,19.02543572644788,15.28441453945812,19.77730574844258,15.735545605656945,19.296987249803763,16.100620513845143,18.985534527263816,13.955416147529231,21.0559361326297,16.479944924610372,20.157414625833777,ntcl,clotheswasher,11F01E,7334,0,P4,854,0,0,0,0,0,0,39.962757396223935,7334,57.06238775501701,36.72174149362529,5,5,5,5
H034,CW034,0.2227205867842914,0.843537402924363,11F01E,0.9498218181981026,0,0,0,0,0,0,59.537067134687504,True,AN,230.0,0.0,50.0,236.29.168.153,10311,224.0.2.0,10000,13.926712360924245,19.686280277754637,14.650509047726134,18.984068814680125,16.06161239088179,19.5927835003097,16.270571462069736,20.82260862751845,15.738577410946512,20.10156873537133,15.694162977960419,21.195955007210642,15.435783917017584,20.639700153991484,15.234260643007907,18.751771553694645,16.4722214514999,19.272692746706255,14.178174246915338,18.90974617652899,ntcl,clotheswasher,11F01E,7334,0,P3,-493,0,0,0,0,0,0,29.96109706510881,7334,54.89875511653557,55.2956088455079,5,5,5,5
H035,CW035,1.709761599529307,1.2984706677996476,D338C9,0.948130705235049,0,0,0,0,0,0,41.5539415201613,True,BN,230.0,120.0,50.0,224.196.226.16,10912,224.0.2.0,10000,16.318380519750765,20.949481695344506,18.260503589843974,21.588814785042448,15.706098187839917,20.122201846480827,15.147658149980863,19.483824240252847,15.788240316333585,20.36592366604289,16.43623076517529,18.538333365790134,15.637195244792585,19.45972774069396,14.23734227007688,20.33028685576152,16.215440727582504,19.06931745479375,15.07994267339971,19.010104934323685,ntcl,clotheswasher,D338C9,6172,0,P4,419,0,0,0,0,0,0,51.677823702520485,6172,45.10990198562669,36.7613193858705,5,5,5,5
H036,CW036,0.7667207710470596,0.9893078230126096,D3231E,0.953170406569312,0,0,0,0,0,0,57.16525601759027,True,CN,230.0,-120.0,50.0,226.225.213.45,10785,224.0.2.0,10000,16.602429321103035,19.68935776951207,16.6980242364063,19.775645062474393,16.440350791470312,20.574652523559525,15.679938065471758,19.346941194433384,15.276638057951416,20.72254545922479,14.826074220828284,18.78760956350715,16.14558717255345,22.56019040395132,13.207549702003767,20.665175893574,16.42080467761864,22.910280718217166,15.741568312102999,19.66909667264896,ntcl,clotheswasher,D3231E,2812,0,P3,667,0,0,0,0,0,0,39.495636564574795,2812,39.88770618159269,49.90253384237158,5,5,5,5
H037,CW037,0.10322756271964395,1.0478186657608188,11F01E,0.9518287118383808,0,0,0,0,0,0,39.60135212052876,True,AN,230.0,0.0,50.0,227.47.144.32,10290,224.0.2.0,10000,17.317099558025177,19.12745606756559,16.918877505499427,20.870222982142877,16.169403135717836,19.68931913945367,14.14163710729332,20.738408692561553,13.955781281202924,20.755605570184276,16.5988738725766,18.891453015678966,15.91436156518073,20.784192760270585,14.578605525076751,19.34805309923239,15.568956566422331,20.758159723181503,19.341969026180067,20.6552898033907,ntcl,clotheswasher,11F01E,7334,0,P1,-320,0,0,0,0,0,0,27.009166319613385,7334,41.8993934438659,55.00373483590694,5,5,5,5
H038,CW038,1.2795616632873008,0.753600465551891,B8121D,0.9498183761844183,0,0,0,0,0,0,27.740112653464024,True,BN,230.0,120.0,50.0,224.169.194.200,11611,224.0.2.0,10000,17.266387008709565,20.535409123323248,16.280973414141755,19.908672348299767,14.704058138569952,17.511054910828108,15.652036488785361,19.561588794007164,15.39792045865571,20.006782911096437,17.055855957639388,19.450045667799277,15.359046478921641,19.70511857897489,17.382205877534318,20.057759533505553,17.21911977105173,21.327364719159505,15.186637751839488,19.803264506048016,ntcl,clotheswasher,B8121D,5294,0,P4,-850,0,0,0,0,0,0,10.653513510976186,5294,56.28049889698447,34.77707165550294,5,5,5,5
H039,CW039,0.7224856619497424,0.8357833240445525,D3231E2,0.9549049611144185,0,0,0,0,0,0,65.25048394350651,True,CN,230.0,-120.0,50.0,232.47.226.218,11380,224.0.2.0,10000,16.587679029006154,21.446871836334473,16.586335028689273,20.417273892415984,16.807210530217024,20.191751720485033,14.794038913807013,18.008996900879435,16.33118592704513,21.539963422742073,18.619086160159295,20.410654931107718,15.664466879490552,19.693510111393323,16.74958582768063,19.476037724520996,12.901148650448453,20.708044186106218,15.524594428003004,19.44889627687673,ntcl,clotheswasher,D3231E2,3951,0,P3,-813,0,0,0,0,0,0,23.35369110061644,3951,46.09399559387349,30.208600621939926,5,5,5,5
H040,CW040,0.10527435429730281,0.6330899485695316,D338C9,0.9490925034181672,0,0,0,0,0,0,36.299962775968424,True,AN,230.0,0.0,50.0,231.56.136.118,12367,224.0.2.0,10000,15.84253365965501,20.18395598489886,17.329750868825116,18.647569419283105,16.21091540726429,19.73802627242906,16.553280624385906,19.097489637020075,15.229580734899013,19.849828102197606,14.73952188042445,21.81218343567859,17.19587882913935,20.257577704900903,16.267511697543068,19.104066211242383,18.572461982699117,19.493466592993173,16.528958186910913,20.071440520209862,ntcl,clotheswasher,D338C9,6172,0,P3,-31,0,0,0,0,0,0,55.73163091534659,6172,48.66924768191232,48.513274403461544,5,5,5,5
