house,name,duration,power,model,efficiency,progress,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,with_dr,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,len_profile,skew,schedule,schedule_skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_coolingtime,min_heatingtime,min_chargingtime,min_dischargingtime,charging_counter,discharging_counter
H014,DW014,1.0725377193234533,0.576505832344539,995BAC,0.9519240858712555,0,0,0,0,0,0,61.151211127279225,True,BN,230.0,120.0,50.0,238.71.36.109,12498,224.0.2.0,10000,18.972536587295973,5.235932962963134,18.5917021938645,4.861823830366328,16.389843507373058,6.261029960647579,15.963631440044914,5.369717728620459,18.06867674306344,5.877652564139585,17.62758727105943,6.7731385857881286,17.95897078299368,3.636132658449065,16.557739051023905,4.574088603811583,17.49316943080487,4.869694588025724,15.48397248370026,6.3927918038034,ntcl,dishwasher,995BAC,5249,0,P4,21,0,0,0,0,0,0,16.58776975754241,5249,39.27648605193303,51.032035840798116,5,5,5,5
H015,DW015,0.24938162099688654,0.4993518193565223,B7E6FA,0.9515213066067658,0,0,0,0,0,0,44.491335173977504,True,CN,230.0,-120.0,50.0,226.196.221.152,10369,224.0.2.0,10000,16.970911269416895,4.637047224819771,17.32982771025099,5.586798821106304,16.154413358546307,4.668618498696358,16.268761441419276,4.223077491188363,16.96279471496768,3.4510743820525764,18.187886948675494,4.865148553450426,17.232387497555905,4.5123260028418475,17.86413820770723,4.908088725929127,16.895940179869687,3.8770441608299837,16.254166468508714,4.879969583837656,ntcl,dishwasher,B7E6FA,12979,0,P2,-294,0,0,0,0,0,0,58.53038114615873,12979,54.8714629955971,50.89205325192339,5,5,5,5
H016,DW016,0.2537440178051945,0.701815523917271,B82F81,0.9503339413543836,0,0,0,0,0,0,60.80318120869647,True,AN,230.0,0.0,50.0,225.208.215.114,10836,224.0.2.0,10000,17.210744101823302,6.957741491542002,16.247048367517205,5.467783969871866,17.97655088684537,5.267175074874251,16.10631222369324,4.759507455327791,17.259397465813517,4.849752050006435,16.471278943186167,6.222636058140685,16.849178432317434,5.9510854522939525,15.911508526110477,4.082341785664528,17.64986784720004,5.095746901640366,17.253608800308964,4.330580785706603,ntcl,dishwasher,B82F81,1865,0,P3,-849,0,0,0,0,0,0,58.36486220963234,1865,55.401995155256955,45.03083530487227,5,5,5,5
H017,DW017,1.5974125581618464,0.6037624339844204,B82F81,0.948977355535301,0,0,0,0,0,0,64.5374250361573,True,BN,230.0,120.0,50.0,231.149.179.38,10721,224.0.2.0,10000,14.834983366563952,4.936802755686118,19.580158553437084,4.428707655997758,18.385478844384096,4.1733676386908805,16.897108186677784,3.2136674439304667,18.061886894260024,4.958160096374202,18.666527559256377,4.15270280733694,15.064777038014276,6.119613107640984,18.4924817489228,5.519043121737601,17.2709525706048,4.685784108815263,16.860886592293582,4.576243240188663,ntcl,dishwasher,B82F81,1865,0,P1,-443,0,0,0,0,0,0,31.097225289165277,1865,32.183885211656595,36.30601324307736,5,5,5,5
H018,DW018,1.8235007210724137,0.12621893033147885,B7E6F4,0.9506121611114088,0,0,0,0,0,0,43.443211830868144,True,CN,230.0,-120.0,50.0,230.49.199.35,10242,224.0.2.0,10000,16.31475609557576,3.4565048942254077,17.263524134187506,6.0493286332506395,16.780870090923067,6.178581605797997,14.61336278465753,6.337403997762895,16.998937099557644,5.696824326738838,17.082521226048097,3.4069323986692925,17.015388704469178,4.420937162418484,17.265331691149292,5.871722547569779,17.180523235230833,4.885755614331626,17.38420888975475,5.580694570196284,ntcl,dishwasher,B7E6F4,4803,0,P4,-71,0,0,0,0,0,0,41.80983581999943,4803,53.69540043285079,58.41520489323783,5,5,5,5
H019,DW019,0.1904336995812469,0.9735777654032767,B82F81,0.950678291515621,0,0,0,0,0,0,71.44687839310804,True,AN,230.0,0.0,50.0,227.84.96.113,11824,224.0.2.0,10000,15.754276739944984,3.3855138817898887,16.942612273175584,4.691042608101819,16.609582461461297,3.8896953430351258,18.148724845288925,4.610222323032287,14.89830636202936,4.097983227774983,16.632230592336033,5.612034764260956,16.905009921241806,5.219913896311864,17.424531263081743,5.962688284529874,17.406636245129746,5.882821789704345,16.191354556386667,3.209649976591109,ntcl,dishwasher,B82F81,1865,0,P4,455,0,0,0,0,0,0,20.506769587213284,1865,47.83862321225038,36.03660066244015,5,5,5,5
H020,DW020,1.900208460854528,0.6646753758274683,B7E6FA,0.9534395298717985,0,0,0,0,0,0,35.648258393854064,True,BN,230.0,120.0,50.0,224.81.22.130,10259,224.0.2.0,10000,17.51826121931444,6.229692360387384,15.794202333617859,4.180533157984171,17.071719450759435,5.459659040136422,14.025590063971865,4.8646710914151186,18.337562488501433,4.163383085489563,17.55016364702167,4.760547013806747,17.379897839126286,4.994232639788759,16.619428288041227,5.348661488725078,17.39280782162486,5.335824023406544,18.00325406884697,5.053893235678627,ntcl,dishwasher,B7E6FA,12979,0,P3,616,0,0,0,0,0,0,31.028465263730954,12979,33.064335495881906,47.54984233954136,5,5,5,5
H021,DW021,1.666706338284753,1.4515787018615136,B7E6F4,0.9536156897789377,0,0,0,0,0,0,79.51978420874079,True,CN,230.0,-120.0,50.0,230.189.203.170,12583,224.0.2.0,10000,15.879432527718826,5.411715685632092,17.3267794928943,5.304971410538453,17.524791608851984,5.9797617356853605,15.066737224813373,5.3105194227742025,15.300067849010002,3.4000338581229945,18.206826448928684,3.2020240523938117,18.74632602429716,6.152651112175273,18.19308802334602,5.019820538813911,16.63454756929294,4.4213600280148775,18.754492152908238,4.985515801015052,ntcl,dishwasher,B7E6F4,4803,0,P3,762,0,0,0,0,0,0,32.43431484966666,4803,39.30772733483943,51.74594506926478,5,5,5,5
H022,DW022,0.38778297107060544,0.10553457799470217,B82F81,0.9487412612957292,0,0,0,0,0,0,60.16604658563669,True,AN,230.0,0.0,50.0,234.111.58.50,11988,224.0.2.0,10000,15.401524612278461,5.689843832399057,16.996383601386675,4.151282916973579,16.70988112898489,5.730509959335212,16.06528010532301,5.45938715899373,15.683868647728161,4.787338375164349,17.14006805148877,4.8296906283361745,18.313726600752762,4.720575812514989,16.898529602953978,4.591248104010614,17.550997978706853,3.9540341210057655,16.407917177918197,4.836391500062584,ntcl,dishwasher,B82F81,1865,0,P4,-648,0,0,0,0,0,0,31.45813186414826,1865,50.404636689217426,45.34276181049214,5,5,5,5
H023,DW023,0.13567075893855896,0.43607371600261624,B81D04,0.9484342786375769,0,0,0,0,0,0,74.76603044658779,True,BN,230.0,120.0,50.0,234.114.66.16,11048,224.0.2.0,10000,17.68007032625446,5.465153499619357,17.79919384978036,5.686219556009742,17.843765891845294,4.91466438997809,18.031567171937,4.324562092204029,17.630171631491148,5.732444533516512,16.99727526274588,2.1355104179881206,15.812061043962894,6.529580771659937,17.916528795550555,3.5808006193820567,13.915866148576377,4.6676286728924845,17.765025768808158,3.6974865769919245,ntcl,dishwasher,B81D04,6446,0,P3,-870,0,0,0,0,0,0,40.540686638884246,6446,30.214191039518244,36.59286566139264,5,5,5,5
H024,DW024,0.8979584492259703,0.6692116883309731,B7E6FA,0.9490778642812427,0,0,0,0,0,0,66.17828937895813,True,CN,230.0,-120.0,50.0,226.184.53.114,11441,224.0.2.0,10000,18.504414369539976,4.598170249930398,17.260568001825984,5.564543875149774,17.32348875479032,4.47384131398886,17.21826522864528,5.466740195996615,18.07424532604209,4.967472477916329,15.77534104683828,2.8295327981823397,15.95545631502797,4.500380079284858,14.467798670999743,6.339649874353624,17.19950696095267,4.3393059189599565,17.427474092150263,5.629828669668701,ntcl,dishwasher,B7E6FA,12979,0,P3,-345,0,0,0,0,0,0,39.679311834809255,12979,35.072809821842206,55.568769421318095,5,5,5,5
H025,DW025,1.603578354405099,1.4817949384416376,B82F81,0.9540426060730554,0,0,0,0,0,0,54.372070825395575,True,AN,230.0,0.0,50.0,226.139.213.149,12449,224.0.2.0,10000,17.144581243991656,4.351652478502863,16.232112750136764,6.262097501266092,17.140045609952523,3.617635173446324,16.648768505020918,3.1856702366717538,17.199740824459386,6.194862351289198,17.493662147544654,3.3124835438673133,17.59929313196907,4.190124166695105,16.467679653281948,3.8569290528218856,16.85068807246294,4.972623436309199,16.936840496202326,4.7141295963696415,ntcl,dishwasher,B82F81,1865,0,P3,-170,0,0,0,0,0,0,50.04769805487164,1865,58.78890039877742,50.74052165450899,5,5,5,5
H026,DW026,1.1241836383619683,0.5528611083939067,B82F812,0.9473828361769795,0,0,0,0,0,0,21.779656182201858,True,BN,230.0,120.0,50.0,237.231.179.147,10410,224.0.2.0,10000,16.611185146240054,3.21365166789034,15.992041178544193,4.557549621947992,17.217263281987908,5.073181864606059,15.26243148595591,5.157241089893207,17.169935167221404,5.636543121890173,15.969196909320214,5.4805616976172375,18.068110508452328,5.797358239515628,18.009974580105567,6.193359860389976,16.654827276346854,3.4038102267985133,15.108922057102594,3.887794046432846,ntcl,dishwasher,B82F812,2141,0,P4,449,0,0,0,0,0,0,0.8028089395199811,2141,44.189193327042915,51.18378319427749,5,5,5,5
H027,DW027,1.4696459989771666,1.1860340967623562,995BAC,0.94853008068109,0,0,0,0,0,0,24.663527623146095,True,CN,230.0,-120.0,50.0,237.163.114.30,10203,224.0.2.0,10000,18.51690410354521,5.109805518831599,16.10639510244975,4.624443147007559,18.31590188137346,4.506939837963998,16.1885069627507,5.524188092048106,16.02614366373938,3.519586331253601,16.42859678259703,5.635464023350573,15.761689552349264,4.297974380075516,17.37592435411476,4.223611011474077,16.887016908289468,5.479778952235402,18.225882099123655,3.3037619171381403,ntcl,dishwasher,995BAC,5249,0,P3,792,0,0,0,0,0,0,42.344792677836914,5249,30.91421785312103,30.909516619785606,5,5,5,5
H028,DW028,0.7648943147864837,0.8204493126261256,B7E6FA,0.951146481264304,0,0,0,0,0,0,47.65796435451498,True,AN,230.0,0.0,50.0,226.223.214.175,11399,224.0.2.0,10000,17.92276905144107,4.865072723522742,16.659080334419013,4.869147744426149,16.336370040686383,5.4911412713512355,15.283440876659412,4.987534546741853,19.010582488336336,2.3119186179199356,17.93543017351436,5.7323827358129975,17.82652809093116,4.594534660112083,15.095893696078837,5.036073703139038,15.591722294327205,4.22476455647352,17.614864258434647,4.967633844034857,ntcl,dishwasher,B7E6FA,12979,0,P4,534,0,0,0,0,0,0,16.485541285106212,12979,32.637852972501946,39.17630807317494,5,5,5,5
H029,DW029,1.7153482944032015,0.22996938358940985,B7E6FA,0.9475421265789428,0,0,0,0,0,0,64.52534736416007,True,BN,230.0,120.0,50.0,225.206.197.42,11256,224.0.2.0,10000,17.55239830605094,4.724039520049276,16.378527823476134,5.588427887841947,18.3483505172685,4.825824000512752,17.5376555095553,5.791766186264832,15.690357876334353,6.259400185221844,18.079970223975455,5.320919961605493,17.078360110989536,4.409719575280002,17.23087290153304,7.187369627108327,16.486631312341757,5.34195999340539,16.685817770098954,4.742700938150386,ntcl,dishwasher,B7E6FA,12979,0,P5,222,0,0,0,0,0,0,26.066974312665415,12979,55.88265864577358,37.782893352694664,5,5,5,5
H030,DW030,0.2932747283478656,1.4114600644864155,B82F81,0.951829220400873,0,0,0,0,0,0,46.90583242542601,True,CN,230.0,-120.0,50.0,224.179.137.201,11295,224.0.2.0,10000,16.084548610970977,2.554197329965314,17.941914731539416,5.54554979117132,17.91340712430517,6.073070295221984,18.63798967859261,6.79802026084327,16.045083081056266,4.198708419361665,18.06976564241194,2.749469001484064,17.004076493272464,4.337056560021898,16.749015707799483,6.183070193153837,17.461169016098317,4.632439459301161,15.73276933680982,6.359782559867841,ntcl,dishwasher,B82F81,1865,0,P3,-8,0,0,0,0,0,0,54.9293651752573,1865,45.06479773768726,39.14777295010353,5,5,5,5
H031,DW031,1.2832485009199137,0.1392074228056205,B82F812,0.9472484631020498,0,0,0,0,0,0,38.52398535902707,True,AN,230.0,0.0,50.0,233.164.78.22,10115,224.0.2.0,10000,18.28777394426911,4.262283394289581,18.22397321640212,5.358778517467282,17.833341747737528,4.258180642651145,17.748324832440087,5.097252663599137,15.999416937374809,4.654390053638555,16.31124622536826,5.456242625013603,17.36998634245273,5.631769944674596,17.393166752763992,6.1805507365102885,17.384950179398494,5.155558499735431,14.906598330020284,3.8463064664280804,ntcl,dishwasher,B82F812,2141,0,P3,408,0,0,0,0,0,0,41.96324679361909,2141,56.72822967964431,54.48935508780253,5,5,5,5
H032,DW032,1.4845185543626793,0.45064970903564855,B82F81,0.9484090118172701,0,0,0,0,0,0,71.06158860729767,True,BN,230.0,120.0,50.0,224.125.153.173,10815,224.0.2.0,10000,17.274832896206355,5.159534187850867,17.59433025191944,5.951445592493046,17.659627829724194,6.041868555991446,18.37740977611567,5.0123085591196,16.878527478383294,4.697434772340203,17.639276269798458,5.302027204129454,15.856451252272182,2.209779409841278,19.684770932697056,6.0248761255785475,17.33372965220887,4.463709078508153,17.838925998950273,4.565714919896494,ntcl,dishwasher,B82F81,1865,0,P1,-769,0,0,0,0,0,0,40.29815884519634,1865,36.798158602439266,36.30481623331813,5,5,5,5
H033,DW033,0.7456802546006327,1.3545367946591134,B7E6F4,0.9493688967864425,0,0,0,0,0,0,52.40662741605521,True,CN,230.0,-120.0,50.0,235.158.247.245,12098,224.0.2.0,10000,17.486436638725387,3.8743289788986943,17.090195899626366,3.0467643552655397,18.395293453360495,6.346364547324808,14.960354887938845,4.940309821180631,18.164521316481114,6.756656151179564,17.729834855954135,4.152596575758636,17.117564528290792,4.279757341974214,18.677338661443176,6.2920391274674845,15.943791946821745,3.466600207999578,17.717854159608297,5.714641370968838,ntcl,dishwasher,B7E6F4,4803,0,P4,-744,0,0,0,0,0,0,55.25797009638095,4803,40.238397938600926,50.931950888250356,5,5,5,5
H034,DW034,1.8192387017947076,0.592219568487999,B7E6F4,0.9495582964422629,0,0,0,0,0,0,57.389192024039374,True,AN,230.0,0.0,50.0,226.2.184.197,11167,224.0.2.0,10000,16.043560605562114,5.4290119505977845,18.561047834558643,5.324593040974123,17.09918157597694,4.976280692409722,14.300991380166733,4.632868822898054,16.856564699442988,7.404616066008172,16.78031612894259,6.085255417149399,15.951006739131106,4.947860191093418,15.886883751182198,4.1327671854877535,18.725524567705893,3.682651791966855,18.89896929429966,5.530620891416996,ntcl,dishwasher,B7E6F4,4803,0,P5,-200,0,0,0,0,0,0,42.26297468486963,4803,57.58573822654557,31.102272182908393,5,5,5,5
H035,DW035,0.23912095251476162,0.9566530235064661,B82F812,0.9493119518496749,0,0,0,0,0,0,41.28944897412091,True,BN,230.0,120.0,50.0,230.56.137.72,12812,224.0.2.0,10000,15.680747771040517,3.143683831632432,17.38457847717234,4.249697701106852,16.131594288981162,5.70796094714476,15.713667371719252,4.252320367303272,17.752634737531046,3.863858327623703,16.552792375656683,3.882147651818441,18.10970802051854,4.338057769567307,16.74985021508736,4.527154027640686,16.689760615478505,3.8278233645865667,15.866518207514591,4.680607853767456,ntcl,dishwasher,B82F812,2141,0,P4,358,0,0,0,0,0,0,40.9940922036775,2141,45.99194465552055,59.67992437291106,5,5,5,5
H036,DW036,0.9813784706422023,0.9201943806328741,B82F81,0.9506407488589373,0,0,0,0,0,0,57.64249696730944,True,CN,230.0,-120.0,50.0,235.212.118.11,10101,224.0.2.0,10000,15.85228449657153,3.589781900421865,16.817717957757136,3.8771597092135592,18.17643339099708,5.080825064305773,15.969262689962612,4.347897522762253,15.138780706835805,5.2275794606717305,16.69792409331029,6.363656589596031,17.322270263400878,4.268766947771471,18.885409984116315,6.493066568103212,17.595910782463303,4.176076024942387,17.234330073631565,4.94843010547776,ntcl,dishwasher,B82F81,1865,0,P4,-446,0,0,0,0,0,0,4.613354429257315,1865,45.04565929725327,48.66552899289145,5,5,5,5
H037,DW037,1.9571348051342423,0.11689181119417702,B82F81,0.9486416935957203,0,0,0,0,0,0,41.750782797382,True,AN,230.0,0.0,50.0,237.250.99.137,10427,224.0.2.0,10000,16.45021883659305,4.3285547039689725,18.850766491022846,4.867092943995928,16.710983555865248,5.122957543570117,17.529267503490114,5.705501311588964,17.790599845289556,3.91039319972065,17.564643434551964,7.7976434342789505,15.339772232704865,3.6758895333833888,17.73828061707836,5.692655026478443,17.689612617879764,5.0913829469324225,16.076790980685388,5.620054157428902,ntcl,dishwasher,B82F81,1865,0,P4,-758,0,0,0,0,0,0,40.4085729276259,1865,37.72892018338,41.48280438101902,5,5,5,5
H038,DW038,0.2793577008630308,0.5885297513730008,B7E6FA,0.9493236690234208,0,0,0,0,0,0,76.99594759854145,True,BN,230.0,120.0,50.0,234.155.210.167,12023,224.0.2.0,10000,17.67796553971776,6.236840582506124,17.67714653641703,4.360709576006485,18.264209272486543,4.685659976728168,15.85106336121071,6.839134587786846,16.894851657217313,5.98408943438164,18.706856176888742,4.255188104307283,16.83955365341524,3.6045434664811946,16.55092250333966,5.992993605745779,17.659784455003425,2.905916277940149,17.056991161512403,4.934135289893948,ntcl,dishwasher,B7E6FA,12979,0,P1,424,0,0,0,0,0,0,6.493242860241468,12979,37.111513972602076,48.61715384356468,5,5,5,5
H039,DW039,0.595750890370153,1.4420675255023354,995BAC,0.9488789330671221,0,0,0,0,0,0,60.47903220706414,True,CN,230.0,-120.0,50.0,233.187.86.104,12769,224.0.2.0,10000,16.666299966056965,5.694755319555285,16.12575162367908,5.038267452175432,16.489139216479586,4.357955983669661,16.677712576846563,6.342578402672197,16.794763427390677,4.323884179366506,15.589388078351952,4.812584992188514,18.18895099233888,5.2502197808371145,16.90834271887105,6.296191581396514,17.70343440639107,5.7265233367740604,17.018831783005844,5.07239048568273,ntcl,dishwasher,995BAC,5249,0,P4,-670,0,0,0,0,0,0,56.003500748521375,5249,40.60129662229091,52.96387080606432,5,5,5,5
H040,DW040,1.3265413446623577,0.5016480524770157,995BAC,0.9517048490098248,0,0,0,0,0,0,77.77954026682978,True,AN,230.0,0.0,50.0,238.252.211.198,12478,224.0.2.0,10000,16.73024902044479,5.347252921022351,16.662196120155894,4.293776750294052,17.97964586703422,5.41380337988461,18.13376756633969,6.411343087807606,15.937581935651512,5.7214736500114505,16.145579887561784,5.642997435020111,14.249376120076477,4.971445769582408,17.590959065691614,5.703322952246725,16.62712524814936,6.833702417997888,16.947275449179944,4.703460952981558,ntcl,dishwasher,995BAC,5249,0,P3,-554,0,0,0,0,0,0,7.772192226817727,5249,36.726522552201416,35.255446847847125,5,5,5,5
