house,name,pv_roof_area,roof_area,power_per_area,capacity,pv_efficiency,inverter_efficiency,floor_area,latitude,longitude,elevation,albedo,roof_tilt,azimuth,with_dr,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_coolingtime,min_heatingtime,min_chargingtime,min_dischargingtime,charging_counter,discharging_counter,proposed_status,actual_status,proposed_demand,actual_demand
H011,PV011,0.4760810974555733,254.2574619719705,91.595745116374,4100.0,0.17806999987353944,0.8887232575538998,209.22443298943745,-36.85735561562683,174.83589551933377,75.36514613892562,0.2710125331727593,34.625441803090105,180.22288722472723,True,BN,230.0,120.0,50.0,237.253.111.56,10026,224.0.2.0,10000,12.632236414193068,12.637659030149031,12.122522686173985,12.126738639773254,10.661637679732765,10.676011402122832,12.276492164299487,12.287613167085782,12.41000069808382,12.415024299797848,12.455716936836584,12.457356463567773,11.860937191889679,11.877540910196506,12.018654614698937,12.029423956371238,10.991722192170494,10.994086289784025,11.077747810002728,11.083564388543783,der,solar,Solarcity,0,0,0,0,0,0,0,15.206200527749555,40.87186733723546,55.07481640212202,30.191763564950943,5,5,5,5,1,1,0,0
H012,PV012,0.48702787930185515,200.7041183468249,91.47393342053269,6440.0,0.19295799413633244,0.9128474940948901,167.66435526465798,-36.926835441463254,174.74192395598615,76.52240012289077,0.22639970471630153,33.344495533468354,179.99408340536044,True,CN,230.0,-120.0,50.0,235.21.195.214,11097,224.0.2.0,10000,12.910331424024058,12.915391794705366,12.971844504429244,12.982800283358243,13.524140606362195,13.531524229216805,12.894133373450082,12.901163799542672,12.583991239176871,12.591220658993835,12.996564910298654,13.0094186081998,13.144101570326297,13.155551531108074,13.545753225990167,13.550176533161375,11.094696662690172,11.108982171195988,11.258667494148192,11.27046637547383,der,solar,Solarcity,0,0,0,0,0,0,0,6.172867420916621,49.199920738643065,36.43210399327095,8.023577442960574,5,5,5,5,1,1,0,0
H013,PV013,0.4531414014598273,401.6735692517381,98.72201863361758,4760.0,0.17308304792668278,0.907480153992457,309.77770342883935,-36.9091568194339,174.75309703439763,75.21742378728004,0.22002454966901697,39.53665054798915,178.19588890183277,True,AN,230.0,0.0,50.0,227.145.14.97,10193,224.0.2.0,10000,12.156362266298295,12.165134325101983,12.11023856908287,12.124012941775058,10.290409477569765,10.30423974611095,11.991062610592818,11.994959488585586,12.740931608708038,12.746959752545806,12.888739105786932,12.90000265531356,12.663727348277076,12.671015390407062,10.833846201777696,10.8391903259189,12.1393478122483,12.146524966482678,12.339223853826786,12.340223853826785,der,solar,Solarcity,0,0,0,0,0,0,0,24.13736106688439,43.0721839910807,36.57447723329126,37.147965633757465,5,5,5,5,1,1,0,0
H014,PV014,0.49721497871006753,195.95103119045842,90.35617967462622,5090.0,0.16605674316318672,0.9091167238524098,163.80346037632864,-36.87925822801817,174.80492548935186,77.42136851168486,0.19768018594843367,33.28607257053885,181.4820616708333,True,BN,230.0,120.0,50.0,237.125.230.148,10044,224.0.2.0,10000,12.455003611941358,12.467175908993164,13.480949589230063,13.49208856238725,10.733558821887092,10.743779633319761,12.544118847728413,12.565289617003977,12.970337686587381,12.978861635288027,10.680690225552734,10.69661608023436,11.70640194986544,11.716045615522408,13.123938083733474,13.126903425925772,12.029401784509606,12.041861719396643,12.224866632910937,12.2316991371651,der,solar,Solarcity,0,0,0,0,0,0,0,57.32966895644166,52.99860723358353,3.551613392774147,13.254199561982462,5,5,5,5,1,1,0,0
H015,PV015,0.41746798091382004,129.05465670479313,104.17560085599291,3870.0,0.15260991122652373,0.9078765438370642,110.92225603557216,-36.903411069565415,174.7374795597847,77.34392407305386,0.2648163216074953,30.739703114633954,173.93374700534457,True,CN,230.0,-120.0,50.0,230.95.177.27,11872,224.0.2.0,10000,11.698607922982955,11.703154858526695,10.469133727188067,10.473742041132823,12.1825206585139,12.18406743938921,12.841476893573326,12.85592990249045,11.009977265683453,11.020336891792189,12.57349815271502,12.583503320368061,11.530601715619724,11.544133651989574,11.05517050682285,11.061628670941195,11.194531628264535,11.205218293265181,10.763553238449171,10.769407025869166,der,solar,Solarcity,0,0,0,0,0,0,0,24.653334363764237,47.723267170471324,27.360060635646825,26.361634730639782,5,5,5,5,1,1,0,0
H016,PV016,0.4895661368029656,89.37273891589273,102.14343424757116,3490.0,0.17647441293482263,0.9108982854472625,71.28591366641545,-36.82826759770459,174.71075859027465,76.80042485275456,0.2336976078523654,37.096116968000274,179.887947197235,True,AN,230.0,0.0,50.0,233.150.17.250,11100,224.0.2.0,10000,12.570054873170958,12.575211404202342,12.945689001431324,12.956398843886742,12.53777976726611,12.551112029631383,11.8057794922962,11.819900853749802,12.290967225153818,12.292666238625298,12.406199991589613,12.411382521587099,11.328138532510081,11.336242338221188,12.412809774835114,12.420615851209872,11.690863866369876,11.704866892886864,12.902231840478546,12.914340438938043,der,solar,Solarcity,0,0,0,0,0,0,0,13.120559010154146,54.53560650779053,53.65409835859129,10.196745697732748,5,5,5,5,1,1,0,0
H017,PV017,0.4754381963047432,195.8432412358703,91.74094167043923,2550.0,0.16590915491883607,0.8955352054845384,167.13769546791372,-36.89664694073332,174.8313505231543,77.70232670518868,0.26735413261541935,31.413731748020133,186.63433770827365,True,BN,230.0,120.0,50.0,229.153.32.18,11705,224.0.2.0,10000,12.550731703533879,12.564477340379845,10.843813314984612,10.85769566423696,12.413971144710356,12.423993739498414,10.839901504865452,10.849523854042614,13.386029918064342,13.387847703674366,11.145389929958847,11.146389929958847,11.53099669594917,11.533696028526565,11.814905099260372,11.838810474514561,10.669899256070725,10.677164344006513,12.95702596176376,12.963580270623455,der,solar,Solarcity,0,0,0,0,0,0,0,17.52984404907177,30.05944758834578,32.1777332687236,18.470593625627934,5,5,5,5,1,1,0,0
H018,PV018,0.4713628302913888,87.28393679304676,91.81879124014588,6130.0,0.17448546152746536,0.8986522555485303,74.55908244738546,-36.915619180119386,174.67665868249148,79.19027337949461,0.3402086651272046,31.327089829352527,180.8686306256611,True,CN,230.0,-120.0,50.0,236.0.45.144,12761,224.0.2.0,10000,13.752088073022183,13.759317758789523,12.420767820111411,12.434432816631968,10.651125505402238,10.66010418957014,12.269629272963108,12.281625228657536,12.87992398309296,12.890263643794553,11.970727500990355,11.9844086103874,12.210178524658101,12.219320602829155,11.31465836543314,11.327620562778431,12.636107792070945,12.649089807939076,12.956094061821004,12.963147553039134,der,solar,Solarcity,0,0,0,0,0,0,0,0.04633407184061911,53.28858324658293,53.30155058044525,24.753487741256887,5,5,5,5,1,1,0,0
H019,PV019,0.4343003944648025,379.43033438357156,96.4650987476159,4640.0,0.1758311093317648,0.9079503407292288,290.8091538406842,-36.85615640506548,174.7212339086622,78.24033406953126,0.15601222360489125,39.965065109368304,177.98603713872558,True,AN,230.0,0.0,50.0,231.71.88.244,12852,224.0.2.0,10000,13.53252006896909,13.539494507523248,12.709996425142265,12.720828592911635,13.582749173666413,13.597897284075433,11.583568876428235,11.590480664495296,10.976873996212888,10.980712920484516,11.636495915153446,11.647284785760585,12.01841819595862,12.034025006663981,12.442325376714372,12.446794451893762,10.335261705624886,10.343268135204104,11.934414457053629,11.940081336568376,der,solar,Solarcity,0,0,0,0,0,0,0,19.188952887366803,14.10907504423037,20.85278770574369,31.572962258434455,5,5,5,5,1,1,0,0
H020,PV020,0.49403422849038364,119.86696080536151,98.4779977007181,4880.0,0.17257550124966745,0.8973623211453235,92.13923162584695,-36.80578636683621,174.7426545258019,77.47829092750197,0.28222830129640847,39.76457603949128,177.35724211087953,True,BN,230.0,120.0,50.0,238.244.233.5,12408,224.0.2.0,10000,10.991267500512425,11.001434996893593,12.676279857804928,12.681376985197824,9.58376418234303,9.598539738236207,14.12956172540467,14.13056172540467,11.368232935942089,11.376301454501089,12.130024731659379,12.140415206343219,13.453403719882047,13.466858955842097,11.787161742347731,11.78816174234773,12.63846905038702,12.65239168668902,12.289473113160678,12.30266829377496,der,solar,Solarcity,0,0,0,0,0,0,0,56.27762320250031,57.95287757388442,6.136879325646978,13.355117395088811,5,5,5,5,1,1,0,0
H021,PV021,0.47318409032866454,318.7989220114051,104.94150464894047,4800.0,0.1911348608421675,0.9118166010010477,246.58409890826775,-36.84972056313872,174.7489810629487,76.61144089775425,0.15476491863739206,39.33271265196013,180.69245942411743,True,CN,230.0,-120.0,50.0,231.66.75.60,10854,224.0.2.0,10000,11.825984887632307,11.842522730241642,13.08898311905856,13.102746357163785,12.669001790289823,12.679812829528096,13.147791888805925,13.160696126288501,12.455841307217174,12.465936791064678,12.37889273524047,12.393738859935068,10.992592237161235,11.00295151896938,10.146399487451571,10.156639043213252,11.633254621389884,11.638557587912851,13.369783009731487,13.380274738392359,der,solar,Solarcity,0,0,0,0,0,0,0,57.29273090260363,50.98325063493424,8.949881229650465,8.32880822504198,5,5,5,5,1,1,0,0
H022,PV022,0.47780132586969204,204.82386291321865,109.36931644242478,5070.0,0.1705682069835125,0.8771544258656935,159.5731694493777,-36.8852238787747,174.67762214544183,76.55716597165164,0.22550992323038055,38.82403064326183,178.6878222237773,True,AN,230.0,0.0,50.0,231.123.104.11,12400,224.0.2.0,10000,11.992161369924533,12.004436412341272,10.587030100173486,10.592225637278633,12.39905022360328,12.407755256941309,13.027954424759795,13.041220219403568,12.985926334872909,12.994119626586299,13.33450896648731,13.335508966487309,10.861936772360599,10.882336490195543,11.502961508725681,11.508961785149959,13.164688991494476,13.173564055499737,12.747110450406886,12.754842349480882,der,solar,Solarcity,0,0,0,0,0,0,0,17.836771748281187,28.045924861236863,53.844910509239526,21.107127479676404,5,5,5,5,1,1,0,0
H023,PV023,0.49320167424385447,368.7868932189772,105.2718769806104,5010.0,0.16195812914854038,0.9066798515332041,282.93243378044417,-36.87834927954995,174.81165301015983,76.87395620275069,0.22506703350289817,39.89709807877326,175.6055453566768,True,BN,230.0,120.0,50.0,233.216.172.252,11067,224.0.2.0,10000,12.831249019691855,12.848354108657333,11.978095061620555,11.99188876884316,12.585418867997426,12.59119175390714,11.347452762872821,11.356862954873174,12.052242932981319,12.057680505174213,10.780967290494745,10.789841638810811,11.804713485965388,11.811706954364176,12.22840263322614,12.240801490607124,12.03869922450322,12.055221695556263,10.652188475963356,10.661507316867242,der,solar,Solarcity,0,0,0,0,0,0,0,14.53261802017959,11.678575405134229,11.732937256318843,36.7222443486169,5,5,5,5,1,1,0,0
H024,PV024,0.4769856512336697,63.17135495813832,104.6080994262926,5040.0,0.15993623699491202,0.9095117052029247,51.361932101600104,-36.873924054807304,174.84769978739382,76.40091459213498,0.22306360762210042,35.604276205452194,177.06973167325026,True,CN,230.0,-120.0,50.0,228.141.75.149,10364,224.0.2.0,10000,12.093600909953198,12.098802284874912,11.769930975277317,11.792034871351607,11.83756961915367,11.838725090629277,10.981394621861758,10.989485614318337,10.691824337881823,10.700749484537159,11.461999170684855,11.475750406966597,11.837890170691779,11.855016685273906,12.368574926893594,12.376414491184141,10.046178515697846,10.063532990850486,12.051610098419552,12.06937183055154,der,solar,Solarcity,0,0,0,0,0,0,0,6.503839456733063,45.644595962221366,42.983737305444684,29.562877602134073,5,5,5,5,1,1,0,0
H025,PV025,0.4618531691183601,196.52045250086667,94.1375000989208,5420.0,0.15978681361792588,0.896217084128971,169.65455618164398,-36.93115067206345,174.80163910861557,76.4747672222582,0.15589231994085082,30.311744939469065,175.51013685413122,True,AN,230.0,0.0,50.0,232.101.148.203,12835,224.0.2.0,10000,11.15549876791309,11.166984894412174,11.757575611670386,11.773829592561102,11.044541736043417,11.051253693031482,11.120531869476471,11.124955504608904,11.46164516364405,11.482737594327242,10.727065137989616,10.734046816505144,12.043322954963868,12.0649546268161,11.690759746272562,11.707947572651346,9.0,9.012337098599696,11.164262515111766,11.17175581229019,der,solar,Solarcity,0,0,0,0,0,0,0,2.8584060541487366,19.037456429431195,49.84895825157111,44.48952781557649,5,5,5,5,1,1,0,0
H026,PV026,0.4850862201043771,169.041263851398,109.0417336466034,6410.0,0.17711578031017725,0.9039273959402214,136.35111813541687,-36.88282333770491,174.6923893330916,76.40027559586568,0.26622562827512386,36.23354388328615,178.87693479412258,True,BN,230.0,120.0,50.0,230.170.135.191,11903,224.0.2.0,10000,12.347502913780415,12.361178735252244,12.606225451068951,12.621688899699688,11.565290040219178,11.575338055714628,11.536319635858508,11.546836106451359,12.47464688568564,12.478547222122593,11.9032657195993,11.916509481639238,11.92023373423287,11.92912965121936,14.032683176922152,14.042773452106276,12.017021190359824,12.022384011995307,9.841520033787791,9.863098942195931,der,solar,Solarcity,0,0,0,0,0,0,0,19.677676320629065,54.70802228621345,9.524409184993928,19.374845232959636,5,5,5,5,1,1,0,0
H027,PV027,0.4866150473315562,169.7506786245921,91.92944409556588,5070.0,0.16287103382251558,0.9008326530938677,142.86698394900867,-36.94562933161495,174.77592849207318,77.21128048096381,0.23415922216913607,32.68752883514512,184.19142630165896,True,CN,230.0,-120.0,50.0,226.99.184.160,11988,224.0.2.0,10000,13.038583753955816,13.04564922318178,11.074344238300094,11.089093829083595,11.614447293246087,11.62195307137549,12.033178125279662,12.04724025018921,11.118549395890803,11.130688530902246,12.962456936502555,12.965000559575763,10.647764786984887,10.660410563076372,11.36957848119565,11.377951835508295,12.037251710967737,12.038251710967737,11.706861156094726,11.710509560264672,der,solar,Solarcity,0,0,0,0,0,0,0,34.89323655343305,14.515173186341968,59.667242726921074,13.25527661252379,5,5,5,5,1,1,0,0
H028,PV028,0.48610514737574506,166.64721579205082,91.38758111541159,5670.0,0.1837044098041099,0.8984283468381852,134.43352399478795,-36.840041043438525,174.81746631016705,76.79259394840442,0.21699930079750962,36.22570247083609,183.76383102011997,True,AN,230.0,0.0,50.0,228.193.209.154,10061,224.0.2.0,10000,11.266104377662616,11.270985400463564,12.272178179043866,12.282320747855316,11.024184640161083,11.025184640161083,12.180939019988434,12.181939019988434,12.152518868851717,12.161454247733296,12.526146314585214,12.529665924449054,11.769958061279027,11.779148816609288,11.738580283450156,11.749297224485796,11.42281090570112,11.437004710016588,12.482878825267482,12.494389143205238,der,solar,Solarcity,0,0,0,0,0,0,0,22.015667676713036,59.60744866521689,52.15163588735302,59.47003924721746,5,5,5,5,1,1,0,0
H029,PV029,0.4195128133525768,318.250971493414,90.36609098578683,4090.0,0.1957082735133232,0.8951041466652575,253.2079486063032,-36.776638351964834,174.7649354010916,75.09098183306901,0.2940187374599002,37.28581444358402,175.76766197837384,True,BN,230.0,120.0,50.0,229.226.212.35,10660,224.0.2.0,10000,10.15709272687086,10.160243410274967,11.81848817880151,11.822104465272313,11.186619944260746,11.192890403363926,12.141297141966474,12.154231470493677,10.859848132961929,10.87332007066937,11.210853687723432,11.223706679665536,11.638399288668708,11.639399288668708,12.463685593614056,12.465641844132348,9.712675624807193,9.721518838415266,12.965348997247528,12.966348997247527,der,solar,Solarcity,0,0,0,0,0,0,0,31.737291336499787,43.85398480026599,9.15395705747404,19.2146716311952,5,5,5,5,1,1,0,0
H030,PV030,0.48097668858915466,168.40897510164336,99.7422345778698,4260.0,0.15,0.9064667675335886,133.19494002993127,-36.81935785182325,174.72675107750038,75.38004045940546,0.2170471786174033,37.730145824277145,180.0582076893491,True,CN,230.0,-120.0,50.0,234.133.67.227,12729,224.0.2.0,10000,11.4007386946133,11.407058272297393,13.494857990349661,13.505348176203952,10.780617689581229,10.798773543259285,11.940196618359716,11.955552118878936,10.195778192775801,10.203356942689235,10.586579472847795,10.595992112890343,11.860099385334948,11.869986270478982,12.102000621258007,12.116904876248649,11.19617274938029,11.207398372800863,11.34240729525677,11.355597370642695,der,solar,Solarcity,0,0,0,0,0,0,0,1.3923915767425643,20.59722376175922,42.001746765870365,46.89962596620727,5,5,5,5,1,1,0,0
H031,PV031,0.4726506366685142,184.05034119135698,104.64559700776238,5810.0,0.15033943896422833,0.8870162963807501,151.47176255915883,-36.83919245250644,174.77012553687067,75.75236469649352,0.19286234946328182,34.614671513408354,173.26016871719875,True,AN,230.0,0.0,50.0,236.82.245.134,11409,224.0.2.0,10000,11.652582745932243,11.662154120606406,13.349605011503783,13.370138476979239,10.675639496507184,10.688365994181634,11.442224398287282,11.457889241267356,11.833217246580158,11.845397867258574,11.794209190523253,11.802207438953323,10.540815639893301,10.556405374984033,13.682770425441253,13.694064804321807,12.398442639102704,12.408177272063265,10.480185466561023,10.483699421244738,der,solar,Solarcity,0,0,0,0,0,0,0,57.50519038409342,54.48618444635054,48.6138056835221,12.2202503092734,5,5,5,5,1,1,0,0
H032,PV032,0.4642918132964569,312.268104571087,99.03321789578874,5570.0,0.1821406100820051,0.918862660924337,260.55891548591876,-36.78388751613606,174.84489472509978,76.85944653235353,0.2272461008975577,33.44578432697865,179.86937294835758,True,BN,230.0,120.0,50.0,235.215.222.186,12975,224.0.2.0,10000,11.557992965555467,11.56963945615315,11.275863683373482,11.296962137434305,10.250331614192834,10.25167835653349,11.446062068116476,11.449231080777404,11.495381595058555,11.504107395290351,13.26499421231337,13.269413505548727,10.984399658410387,10.996291710806268,12.301177933447724,12.313235544815672,11.80977585944759,11.825993856443338,14.246210763950959,14.260167987638974,der,solar,Solarcity,0,0,0,0,0,0,0,32.69504893396724,42.496423588828904,20.36611067582783,10.556501013003057,5,5,5,5,1,1,0,0
H033,PV033,0.4704057329443236,185.5139003184698,108.97059109346922,4210.0,0.16521004854730378,0.9133106986088062,154.0200948477834,-36.87379214545218,174.79078064920287,76.5186368003795,0.12212624820317527,33.87713540097608,177.81437769564414,True,CN,230.0,-120.0,50.0,233.224.232.164,11127,224.0.2.0,10000,11.29417519585513,11.302766751418057,10.387730349815284,10.400867128215092,11.94335901420287,11.950991794884235,12.985272196565235,13.003261782318686,12.259740485529678,12.267587819568897,11.877000936319495,11.878000936319495,12.6515207660719,12.659385624100286,11.398469420601305,11.416211325194642,11.298735782205567,11.312443180781095,12.921980790496885,12.934622662389764,der,solar,Solarcity,0,0,0,0,0,0,0,47.992760875782785,33.47693421653019,7.925056495807988,27.619047855096408,5,5,5,5,1,1,0,0
H034,PV034,0.4939364861616175,386.4145283178811,102.39564667865169,4430.0,0.16124215893972882,0.8908245946571681,314.990441563284,-36.86902765785243,174.7132716801489,76.82702532003348,0.1720595222291034,35.396616300736355,173.81607696176576,True,AN,230.0,0.0,50.0,236.29.168.153,10311,224.0.2.0,10000,11.914131224067773,11.932202567077196,10.77689666664678,10.78765676801266,11.511204045581986,11.523450096487688,11.171016979087845,11.173881265293755,11.6416328428096,11.654655859953726,10.94309768180953,10.947080290585761,12.0661114401707,12.077385062515281,11.273791723495338,11.275922621774557,12.130413863388625,12.145818751194039,13.202988386992615,13.219875555951342,der,solar,Solarcity,0,0,0,0,0,0,0,26.8536704061045,38.18206403519907,19.804939149531556,17.207113842902537,5,5,5,5,1,1,0,0
