house,name,volume,cooling_power,air_part,material_part,min_coolingtime,min_heatingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,defrost_cycle,heating_power,ventilation_power,standby_power,cop,cooling_power_thermal,cooling_setpoint,heating_setpoint,tolerance,temp_max,temp_min,temp_in,temp_mat,temp_out,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,R_value,surface_area,Ua,U,Um,Ca,Cm,Cp,with_dr,mass_change,schedule,schedule_skew,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,connected,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_chargingtime,min_dischargingtime
H011,FG011,0.098,72.0,0.8300000000000001,0.16999999999999993,33.65047669302542,38.82166905559451,9,343,5,5,61200,435.63104106473827,4.596650432165066,0.539674413251368,4.015673830175496,289.1285157726357,3.9995591715154073,-99999,0.500796628206474,7.0017028618547315,-4.000217796171213,2.908946031730664,3.925369594493095,20.000295743880493,0,0,0,0,1,23.907702540146232,2.126398540457528,1.2753673681877784,0.599778143147786,0.1499445357869465,0.01912955404511442,72461.99411145833,983136000.0000001,1006.0,True,0.06474828836606328,P2,-569,BN,230.0,120.0,50.0,234.37.92.213,11278,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,0.029405118295033894,44.62391519408221,5,5
H012,FG012,0.082,60.0,0.8500000000000001,0.1499999999999999,30.321438439973075,58.806992965631736,32,300,5,5,75600,523.0155042145042,4.099747913637482,0.5212236359241986,4.000372467967802,240.02234807806812,3.999070206413298,-99999,0.4986471397330613,7.0008035261745265,-3.999858373302218,5.49117363926737,5.811744789845112,20.00135224383263,0,0,0,0,0,58.08957632043181,2.1518776236319725,1.1324711628111748,0.5262711737760312,0.1315677934440078,0.01698621813126106,60631.46446060798,822624000.0,1006.0,True,0.06469540059968786,P4,644,CN,230.0,-120.0,50.0,235.14.86.196,11902,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,34.429826201506714,47.61025316042374,5,5
H013,FG013,0.098,72.0,0.8500000000000001,0.1499999999999999,40.51689090412034,54.23837285097224,21,240,5,5,57600,521.6686505300453,2.598038444597604,0.46643105691100606,3.995208275170606,287.65499581228363,3.999252579974196,-99999,0.5006079468660056,6.997623661303994,-4.000186074539675,4.044929637546488,5.27881764298904,20.00086814177933,0,0,0,0,1,20.512942372612315,2.0833370853245508,1.2753673681877784,0.6121752342296045,0.15304380855740113,0.01912955404511442,72461.99411145833,983136000.0000001,1006.0,True,0.06498045015469407,P4,-868,AN,230.0,0.0,50.0,228.170.61.183,10870,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P5,0,0,0,0,0,0,0,1.4777522343093596,50.792129344837875,5,5
H014,FG014,0.098,72.0,0.81,0.18999999999999995,33.30965249679914,47.48368954286335,54,593,5,5,28800,586.1647810972315,3.5937346725952226,0.48901805013734845,3.978678126706655,286.4648251228792,3.9987343606550203,-99999,0.5008989679704383,6.999255462000401,-3.9989717797032123,3.995902604156273,2.814904796223152,20.002106008035284,0,0,0,0,1,50.18400155849069,1.6780118128601087,1.2753673681877784,0.7600467162468673,0.19001167906171681,0.01912955404511442,72461.99411145833,983136000.0000001,1006.0,True,0.06531062103207055,P4,604,BN,230.0,120.0,50.0,238.71.36.109,12498,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P5,0,0,0,0,0,0,0,0.5121253039430318,55.118261278868914,5,5
H015,FG015,0.116,72.0,0.9000000000000001,0.09999999999999987,36.200662532468144,37.98392091213762,15,362,5,5,72000,382.382130676063,4.172238488775531,0.560533766768115,3.9969726455623693,287.78203048049056,3.999029029665393,-99999,0.49744521832026645,6.999469249910208,-3.9994266443395143,2.5481128005598848,5.922332111772487,20.000409706437452,0,0,0,0,0,63.38760291374244,2.1140667576873944,1.4271071319786108,0.6750530118262407,0.16876325295656017,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.06482288616081956,P2,743,CN,230.0,-120.0,50.0,226.196.221.152,10369,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P5,0,0,0,0,0,0,0,36.71276264153633,46.010785895764556,5,5
H016,FG016,0.076,72.0,0.8600000000000001,0.1399999999999999,50.15104158539255,53.02636193596983,5,365,5,5,54000,447.65585068300464,4.925449560539857,0.4957204187205623,3.989767973067491,287.2632940608594,4.000273361668612,-99999,0.49967790620269603,7.001985365096579,-4.000305519586779,4.294144747799402,4.124835958321498,20.001035313132842,0,1,0,0,0,73.13282577859462,2.117815141210097,1.0765320862157983,0.508322027389359,0.12708050684733976,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.0649833549167415,P3,604,AN,230.0,0.0,50.0,225.208.215.114,10836,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,34.28104321097874,30.59704365105259,5,5
H017,FG017,0.116,72.0,0.9400000000000002,0.05999999999999983,35.58210791860414,44.04652071585959,27,108,5,5,75600,326.34707004526996,4.21782595425118,0.45886196738190693,3.9928242465049566,287.4833457483569,4.000287609597788,-99999,0.501180550230547,7.000509027301669,-4.000651786306132,5.5859223403021065,2.203271582175094,19.99895660699323,0,1,0,0,0,67.26172843482848,2.055491264225333,1.4271071319786108,0.6942900496910914,0.17357251242277286,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.06504796850298358,P1,839,BN,230.0,120.0,50.0,231.149.179.38,10721,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,48.938917821564445,45.52710184241903,5,5
H018,FG018,0.076,72.0,0.9400000000000002,0.05999999999999983,34.47824795475679,49.10890704910511,58,809,5,5,82800,303.55994426605605,4.521824566806939,0.47726373335888983,3.9886124290760065,287.18009489347247,4.000462299000268,-99999,0.49829846358624513,7.001523607619,-4.000156593901518,3.0279568352122257,4.348953281605514,19.999636337393454,0,0,0,0,1,50.18709016219172,2.0909104666989387,1.0765320862157983,0.5148628328956582,0.12871570822391454,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.065184287446581,P4,-254,CN,230.0,-120.0,50.0,230.49.199.35,10242,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,46.31325322996624,39.77965150560548,5,5
H019,FG019,0.1,72.0,0.8200000000000001,0.17999999999999994,32.24332228959978,41.71725202955836,18,430,5,5,68400,387.88014273981037,4.411578291578005,0.474087519628272,4.011244783543409,288.8096244151255,4.001429637099804,-99999,0.5004942248847822,6.99931103693901,-3.9991347107013606,5.999352979975159,4.996201621670425,19.99838581550228,0,0,0,0,0,24.972861430997273,2.0138558464627128,1.2926608140191305,0.6418834874847953,0.16047087187119882,0.0193889427631488,73940.81031781464,1003200000.0000004,1006.0,True,0.06527297976727671,P4,547,AN,230.0,0.0,50.0,227.84.96.113,11824,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,15.768192906704058,32.38614880407282,5,5
H020,FG020,0.116,72.0,0.8200000000000001,0.17999999999999994,44.514696252115385,42.3507261209645,9,772,5,5,39600,430.03591035441775,3.5094818434091417,0.5060364246211215,3.999672987179503,287.9764550769242,4.00113352303584,-99999,0.5002806501768026,7.001006634639953,-4.000783528808847,3.7978323819332958,3.847931280416772,19.998817482472944,0,1,0,0,1,66.11772371881963,2.5379477597549003,1.4271071319786108,0.5623075283931109,0.14057688209827773,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.06512760935234041,P3,464,BN,230.0,120.0,50.0,224.81.22.130,10259,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P2,0,0,0,0,0,0,0,7.827050046932822,36.800492195524555,5,5
H021,FG021,0.116,72.0,0.8400000000000001,0.15999999999999992,49.90474892680601,45.3798281376294,43,292,5,5,36000,380.7432865237449,4.996627735397157,0.4747673983189285,3.9912453279427136,287.36966361187535,4.0009020344147315,-99999,0.4993342563691524,7.000317236163222,-3.9992337547886194,5.8465672156535575,5.0005041056279715,19.999884073895142,0,0,0,0,1,71.28803990715318,2.2955846748052893,1.4271071319786108,0.6216747949407083,0.15541869873517708,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.064949602793877,P3,-770,CN,230.0,-120.0,50.0,230.189.203.170,12583,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,56.47378327761501,52.141878888685426,5,5
H022,FG022,0.116,72.0,0.8300000000000001,0.16999999999999993,37.92052149251996,53.63898444454318,51,28,5,5,82800,498.0970528182344,4.636057242606455,0.5401015531684885,3.999756953147421,287.9825006266143,3.9993642444109954,-99999,0.49980651950514404,6.999276849668073,-3.999661496983128,2.3198127707622187,5.054588273907452,19.997442887623098,0,0,0,0,0,71.239950774764,2.1961970604518335,1.4271071319786108,0.6498083244337854,0.16245208110844636,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.0648982052035457,P4,-520,AN,230.0,0.0,50.0,234.111.58.50,11988,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,30.161368938815652,42.732132775458325,5,5
H023,FG023,0.076,72.0,0.9000000000000001,0.09999999999999987,55.92844845993946,37.562712419924296,23,606,5,5,21600,422.57163799045435,3.0446467905854364,0.48010792158502347,4.006410300131616,288.4615416094764,4.000837145282089,-99999,0.4998020600298583,7.000066091509411,-4.00027792014052,5.013183703288132,2.3932599661432983,20.001446807482342,0,0,0,0,0,57.506481895460965,2.212908298752485,1.0765320862157983,0.4864783989570139,0.12161959973925347,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.06500955124417546,P3,-842,BN,230.0,120.0,50.0,234.114.66.16,11048,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P5,0,0,0,0,0,0,0,1.222553694085733,49.73150423318779,5,5
H024,FG024,0.082,60.0,0.8500000000000001,0.1499999999999999,33.970424598131736,56.250994610522056,46,487,5,5,25200,558.9045893509398,4.034553803323649,0.5360532267930075,4.006270071310945,240.37620427865673,3.9998091082384164,-99999,0.5010806035924119,6.999580637200688,-3.9995860382568855,5.09668263005457,3.741009591298425,20.00131638731749,0,0,0,0,1,21.004351373298526,2.1383108829821786,1.1324711628111748,0.5296101571684388,0.1324025392921097,0.01698621813126106,60631.46446060798,822624000.0,1006.0,True,0.06512514192449065,P3,780,CN,230.0,-120.0,50.0,226.184.53.114,11441,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,36.21209281506745,38.40091259962575,5,5
H025,FG025,0.076,72.0,0.8800000000000001,0.11999999999999988,46.27652335779251,53.33171153888688,27,647,5,5,25200,456.4436151617009,2.2012830373831624,0.494399896308742,3.9938596008485208,287.5578912610935,3.999795479556208,-99999,0.499386462668844,7.0004507507844975,-4.000185235713258,2.0031750685808816,4.824547084783812,20.00181005854646,0,0,0,0,1,30.84197772710314,2.066008898315058,1.0765320862157983,0.5210684654329265,0.13026711635823163,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.0651345395353628,P3,-29,AN,230.0,0.0,50.0,226.139.213.149,12449,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,30.378011129881074,50.770977112212734,5,5
H026,FG026,0.1,72.0,0.9100000000000001,0.08999999999999986,39.87607516196282,31.6243738220326,17,654,5,5,25200,365.2105820758297,2.5478181832846496,0.486025431791907,4.008448395393988,288.6082844683672,4.000244008634902,-99999,0.49937453582238117,7.001597115998893,-3.9990496576298518,2.3296696910207704,2.2503646288330845,19.99983296901806,0,1,0,0,0,34.58128579676557,2.0114684424205964,1.2926608140191305,0.6426453364903629,0.16066133412259073,0.0193889427631488,73940.81031781464,1003200000.0000004,1006.0,True,0.0650111652037906,P4,242,BN,230.0,120.0,50.0,237.231.179.147,10410,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P1,0,0,0,0,0,0,0,28.699265134065392,46.2892321745924,5,5
H027,FG027,0.116,72.0,0.8800000000000001,0.11999999999999988,53.51623844207721,50.94509877627597,33,63,5,5,36000,516.7434010142476,2.8214233639336066,0.48706599334257106,3.9971465179939405,287.79454929556374,4.000346932466409,-99999,0.4992664098327435,7.0003665194920215,-3.9987555476567107,2.638758850724379,2.2440979019293636,19.99975377367642,0,0,0,0,0,37.09612856728109,2.044093921777075,1.4271071319786108,0.6981612326002741,0.17454030815006852,0.02140553670284402,85771.33996866496,1163712000.0000002,1006.0,True,0.0650354685711585,P3,613,CN,230.0,-120.0,50.0,237.163.114.30,10203,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,12.029046285903611,51.12023418379125,5,5
H028,FG028,0.1,72.0,0.9400000000000002,0.05999999999999983,50.76725709108207,36.20599676156478,26,268,5,5,32400,550.3677959808102,4.073630062276237,0.4834189789409517,4.010519375234562,288.7573950168885,3.9984247356053753,-99999,0.500473006421863,7.00175320011901,-4.001755044019497,3.2323840138471325,2.9283563173460734,20.000606441712215,0,0,0,0,1,63.33090548149433,1.8979539089220878,1.2926608140191305,0.6810812464636068,0.1702703116159017,0.0193889427631488,73940.81031781464,1003200000.0000004,1006.0,True,0.06509631501192668,P4,-58,AN,230.0,0.0,50.0,226.223.214.175,11399,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P2,0,0,0,0,0,0,0,1.6953383292637447,59.05075111470581,5,5
H029,FG029,0.098,72.0,0.9200000000000002,0.07999999999999985,36.629041949088084,51.734772442108735,55,661,5,5,61200,513.3090689179375,2.537787835570274,0.4671846704745985,3.9843321497569306,286.871914782499,3.9995281992671377,-99999,0.49997332423370316,6.997621941011773,-3.998909240172375,2.8820579213223367,3.898872014331871,19.999270022153787,0,0,0,0,0,74.08341744290036,2.34145195884707,1.2753673681877784,0.5446908117712433,0.13617270294281084,0.01912955404511442,72461.99411145833,983136000.0000001,1006.0,True,0.06518033640177263,P5,-607,BN,230.0,120.0,50.0,225.206.197.42,11256,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,33.00550467653439,34.64575661828358,5,5
H030,FG030,0.076,72.0,0.9200000000000002,0.07999999999999985,50.069116917799015,34.202696485053934,25,235,5,5,75600,518.497831061387,2.2087653358626205,0.4805836260181296,3.9969039931519212,287.7770875069383,3.9985095760266653,-99999,0.5014352181702179,7.0004066760924575,-3.999124368272532,2.656869409555416,3.85166664764206,19.99986939483061,0,0,0,0,1,57.43938222262294,2.104009680281241,1.0765320862157983,0.5116573827131343,0.12791434567828358,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.0647581387639141,P3,232,CN,230.0,-120.0,50.0,224.179.137.201,11295,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P4,0,0,0,0,0,0,0,52.38373374921165,57.03153229635026,5,5
H031,FG031,0.098,72.0,0.8600000000000001,0.1399999999999999,49.42967349868621,55.26324123477664,24,247,5,5,43200,510.19480983678716,4.309959495211158,0.5118006092721753,4.012520901338006,288.90150489633646,3.999757111752205,-99999,0.4976271888730184,7.000315845400117,-3.9992800885095,3.98855791766178,5.536101491694385,20.000422296640984,0,0,0,0,0,66.2610890548921,2.136931253023131,1.2753673681877784,0.5968218988718086,0.14920547471795215,0.01912955404511442,72461.99411145833,983136000.0000001,1006.0,True,0.06505511493989254,P3,272,AN,230.0,0.0,50.0,233.164.78.22,10115,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P5,0,0,0,0,0,0,0,34.79510413547743,40.46960159151246,5,5
H032,FG032,0.076,72.0,0.9300000000000002,0.06999999999999984,55.36631390388196,33.53192342733758,42,58,5,5,43200,588.1064452881582,2.054939323042061,0.5272584694105312,3.9887526764323975,287.1901927031326,4.001665294016311,-99999,0.49949596444603894,6.999664853251403,-4.000536924060695,3.1079349687170064,3.2934024406993494,19.998760522262852,0,0,0,0,0,63.19195233277199,2.2639662984312876,1.0765320862157983,0.47550711640969756,0.11887677910242439,0.016147173934540248,56195.015841539105,762432000.0,1006.0,True,0.06505113008343898,P1,881,BN,230.0,120.0,50.0,224.125.153.173,10815,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P3,0,0,0,0,0,0,0,35.65422387188128,42.77566804672364,5,5
H033,FG033,0.082,60.0,0.8800000000000001,0.11999999999999988,39.06447543305593,39.03751316114736,0,549,5,5,75600,381.83357241182483,2.8237233453587374,0.4707969686856099,4.000165724832173,240.00994348993038,4.000960522084741,-99999,0.49915328751962995,7.000364868981039,-4.000151378835837,2.9188544311343314,2.4264511940129676,19.999398925804847,0,0,0,0,1,48.48578537735456,2.219392212518418,1.1324711628111748,0.5102618439514673,0.12756546098786684,0.01698621813126106,60631.46446060798,822624000.0,1006.0,True,0.06501967505010336,P4,642,CN,230.0,-120.0,50.0,235.158.247.245,12098,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,1,tcl,fridge,P2,0,0,0,0,0,0,0,8.125045811256799,47.97323313618667,5,5
