name,house,floor_area,latitude,longitude,elevation,albedo,roof_tilt,azimuth,aspect_ratio,ceiling_height,ratio_window_wall,ratio_window_roof,roof_area,wall_area,window_area,skylight_area,coefficient_window_transmission,glazing_shgc,R_roof,R_floor,R_wall,R_window,R_skylight,mass_fraction_external_heat,mass_fraction_internal_heat,coefficient_internal_surface,thermal_mass_per_area,mass_change,temp_max,temp_min,air_density,air_heat_capacity,water_density,installed_lights,installed_appliance,utilization,occupancy,schedule,schedule_skew,phase,angle,voltage,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,priority,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_coolingtime,min_heatingtime,min_chargingtime,min_dischargingtime,charging_counter,discharging_counter,ldc,proposed_status,actual_status,proposed_demand,actual_demand,isotime,temp_out,humidity,windspeed
H011,H011,209.22443298943745,-36.85735561562683,174.83589551933377,75.36514613892562,0.2710125331727593,34.625441803090105,180.22288722472723,1.5110711441059048,2.4,0.15010500425335854,0.007027032380599624,254.2574619719705,27.950765908842765,4.195549835631472,1.7866754182861142,0.5001627125623832,0.4982303947579542,3.2501918597003807,1.303331521210408,1.9893426846062023,0.2600586584979268,0.26065542495923577,0.4699553800263029,0.5329549525917364,0.47502098167910356,413872.6798271284,2.4526670948659905,23.984250957488264,20.006192813809772,1.2250756209761735,999.8824299345399,999.9717722170218,2531.038818682326,1716.4382664287791,0.18940856645909998,546.7431713745248,P4,-418,BN,120.0,230.0,50.0,237.253.111.56,10026,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P4,840,0,0,0,0,0,0,18.669488972132655,58.18182968777441,49.3153956891266,8.827719149007223,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H012,H012,167.66435526465798,-36.926835441463254,174.74192395598615,76.52240012289077,0.22639970471630153,33.344495533468354,179.99408340536044,1.5316842516360007,2.4,0.1501049222014835,0.001412613123514172,200.7041183468249,26.73987555039741,4.013786939169754,0.2835172715200664,0.5030225995840318,0.5012594414082328,3.203907335409539,1.3018129853276807,1.996780860373031,0.26005608441715433,0.26051390728626034,0.4880991264279182,0.44354423300296236,0.47754041230930355,413628.06766422477,3.6605007692101643,24.001458139873066,19.99437291618654,1.22503147748902,999.8023816919473,1000.0768490568983,2028.2764571077487,1375.48713207361,0.19057598739103143,364.4954475830165,P3,530,CN,-120.0,230.0,50.0,235.21.195.214,11097,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P3,840,0,0,0,0,0,0,11.640635880405547,25.381928657633832,51.2511178983549,59.36571137575692,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H013,H013,309.77770342883935,-36.9091568194339,174.75309703439763,75.21742378728004,0.22002454966901697,39.53665054798915,178.19588890183277,1.5095598335432814,2.4,0.15014338452767245,0.01052264643996724,401.6735692517381,30.23300140121734,4.539285154808635,4.226668953515737,0.5027356264817927,0.4994564519775671,3.229615142437214,1.3023339659155635,1.9986626632267919,0.26004483302347603,0.26108443486338717,0.47484967114620596,0.5172812499512855,0.5350698624253549,418000.54420018167,2.48834769032273,24.015319560384352,19.993816921647824,1.2251485943375475,999.9633873600046,1000.0711335927548,3747.456171049756,2541.3585624511106,0.21943768039116443,182.24772379150826,P2,-716,AN,0.0,230.0,50.0,227.145.14.97,10193,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P1,840,0,0,0,0,0,0,1.263446313918224,22.68557028624134,14.09696164686162,22.572520309572013,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H014,H014,163.80346037632864,-36.87925822801817,174.80492548935186,77.42136851168486,0.19768018594843367,33.28607257053885,181.4820616708333,1.502053374607687,2.4,0.15006798817268116,0.008260977621778617,195.95103119045842,26.615574656309988,3.9941457427322398,1.618747083628821,0.504536940433136,0.4994488698768255,3.1261093352977687,1.305687080964028,1.997980262717206,0.2600342174358792,0.26253485146099464,0.49322698109372637,0.5106935112151296,0.4732302892920551,418427.49457449344,2.773720177320388,23.987642739520567,20.00037329980923,1.22506389631998,999.83113758338,999.8382116170234,1981.5702732381667,1343.8130697554566,0.18810958000041386,546.7431713745248,P3,-787,BN,120.0,230.0,50.0,237.125.230.148,10044,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P5,840,0,0,0,0,0,0,56.2224939503787,8.658005884326172,17.177156483961234,37.14766965965418,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H015,H015,110.92225603557216,-36.903411069565415,174.7374795597847,77.34392407305386,0.2648163216074953,30.739703114633954,173.93374700534457,1.483896417369766,2.4,0.15030862871263292,0.005835298236664112,129.05465670479313,24.61925869523921,3.7004870144029702,0.7530724107027716,0.49750766364368243,0.5006434933279864,3.2615838385109486,1.3070585643390054,1.9921113866995408,0.26001397977174384,0.26141972699347515,0.48218665844648584,0.4818814564490523,0.49406184500959205,416223.5858615245,2.727731040090256,24.0041698341499,19.996047247714387,1.2251942854546838,999.9370000269947,1000.1126441250618,1341.8534913464264,909.9855219475176,0.21282110191906065,546.7431713745248,P3,-762,CN,-120.0,230.0,50.0,230.95.177.27,11872,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P2,840,0,0,0,0,0,0,50.503723113346275,49.60348846496363,14.401699654126702,42.98449677179119,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H016,H016,71.28591366641545,-36.82826759770459,174.71075859027465,76.80042485275456,0.2336976078523654,37.096116968000274,179.887947197235,1.5050372733297743,2.4,0.15014327782456577,0.0038279015553857533,89.37273891589273,22.535747972823174,3.3835910688679847,0.3421100463052306,0.5041934837923533,0.5026869897588836,3.263426850920237,1.3026221032347347,1.998634877471495,0.2600026335501379,0.26002006522627735,0.473952409428664,0.5161492186108163,0.5204292914407682,409254.36632081115,3.118907665883172,23.99678586278248,19.99223493035948,1.2250822001908421,1000.1578276170267,999.9437587213502,862.3630239401494,584.8163540275954,0.196774626134452,911.2386189575413,P5,267,AN,0.0,230.0,50.0,233.150.17.250,11100,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P2,840,0,0,0,0,0,0,13.35566464681025,24.740834036920443,28.552637627191192,43.058395840984204,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H017,H017,167.13769546791372,-36.89664694073332,174.8313505231543,77.70232670518868,0.26735413261541935,31.413731748020133,186.63433770827365,1.4983500668822247,2.4,0.1502010620740105,0.0018147873122448355,195.8432412358703,26.723055582492368,4.0138313303531685,0.355413829383762,0.4987065021140532,0.49522288671670645,3.2396466367627657,1.3053405304589885,1.9941488760913788,0.26005958702306253,0.26020592849177016,0.49234440215305714,0.49100945066586943,0.5309940191720443,418001.4208468117,3.61430388678452,23.99322665609975,19.99297605156645,1.2250384831994026,999.9559521089843,1000.0105842182,2021.9053255398292,1371.1665132261587,0.19767752117019166,546.7431713745248,P4,874,BN,120.0,230.0,50.0,229.153.32.18,11705,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P4,840,0,0,0,0,0,0,22.5023842371525,29.865744086446444,5.121029932939527,41.64531343229953,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H018,H018,74.55908244738546,-36.915619180119386,174.67665868249148,79.19027337949461,0.3402086651272046,31.327089829352527,180.8686306256611,1.5160437472712054,2.4,0.14994729854135827,0.0010814077419894158,87.28393679304676,22.73899907466314,3.4096514827801836,0.09438952499931559,0.5065654780299338,0.5046785293484919,3.1918029456094743,1.3034822067763427,1.995352454542328,0.2600539150275345,0.2609424011465871,0.4889555751570998,0.4674507396869813,0.4997175500993852,417299.1863286241,2.393948273027925,24.002215366333637,19.980721300429405,1.2252120463345277,999.9139043582808,999.8254320513364,901.9593422398982,611.6688208636298,0.18051217707405454,364.4954475830165,P2,-387,CN,-120.0,230.0,50.0,236.0.45.144,12761,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P2,840,0,0,0,0,0,0,18.97512218981888,45.84902876558235,34.245886229783714,54.71553292481514,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H019,H019,290.8091538406842,-36.85615640506548,174.7212339086622,78.24033406953126,0.15601222360489125,39.965065109368304,177.98603713872558,1.4455326144904717,2.4,0.15020920485930592,0.0020304970568057537,379.43033438357156,29.85333452957028,4.484245642085613,0.7704321772286651,0.49999188060937283,0.49538209709741626,3.24473442842552,1.3033515481037286,1.9957840539221317,0.26002468554413316,0.26026592303629964,0.48857193206028293,0.4338659452318252,0.4779289123288502,420320.1554502917,2.8757208902919467,23.99299633707921,19.999657909233864,1.2251978438077673,999.9201871798696,999.9857910962687,3517.9890163023697,2385.744115770282,0.18690084103701074,546.7431713745248,P4,258,AN,0.0,230.0,50.0,231.71.88.244,12852,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P3,840,0,0,0,0,0,0,3.859413865600032,16.80222239560571,32.54889093066556,24.687940070348855,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H020,H020,92.13923162584695,-36.80578636683621,174.7426545258019,77.47829092750197,0.28222830129640847,39.76457603949128,177.35724211087953,1.4901387966193522,2.4,0.14952715980816222,0.007416424506968059,119.86696080536151,23.722483338793563,3.547155557246251,0.888984265692663,0.5010978400262839,0.501461999358575,3.148175181258644,1.3037148907581524,1.996195243280427,0.26004585765691024,0.26149596377150225,0.5244186364338921,0.5158256835598848,0.4239199749506527,414027.48347463954,2.273001072537862,23.985416603431467,20.0184893999947,1.22500423041833,1000.0442242823126,1000.1597382759755,1114.6306797751208,755.8930892642574,0.19823786180383998,546.7431713745248,P2,581,BN,120.0,230.0,50.0,238.244.233.5,12408,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P4,840,0,0,0,0,0,0,30.049570758504114,14.5803650074496,6.715150740142558,34.82374510565443,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H021,H021,246.58409890826775,-36.84972056313872,174.7489810629487,76.61144089775425,0.15476491863739206,39.33271265196013,180.69245942411743,1.5243195940951069,2.4,0.15009754662961156,0.0030857403807755825,318.7989220114051,28.88445958716325,4.335486519755366,0.9837307069983184,0.5008030271320547,0.5024782998102891,3.211716964167518,1.3039700009387625,1.995170986351987,0.2601017420744852,0.26013549354575993,0.45617954616581385,0.5629070587441867,0.5050751691388339,409290.55773535406,2.269381383660753,23.99568711612434,19.99299560747422,1.2249416199279652,1000.0515470484032,1000.1229793585809,2982.987777713972,2022.9300049310064,0.20599426529631779,546.7431713745248,P2,-680,CN,-120.0,230.0,50.0,231.66.75.60,10854,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P1,840,0,0,0,0,0,0,22.273772813001017,15.79587818956702,42.181058962859275,38.61942879530863,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H022,H022,159.5731694493777,-36.8852238787747,174.67762214544183,76.55716597165164,0.22550992323038055,38.82403064326183,178.6878222237773,1.5105082833350956,2.4,0.15034907953522733,0.0023846815668910667,204.82386291321865,26.47666053545664,3.9807415406725855,0.48843969034857526,0.49647955190416776,0.49934112480364096,3.2704240521671246,1.3000741058919294,1.9999527478034038,0.2600260338923845,0.2603070993107656,0.5363349205612641,0.4432246355459429,0.6139855586609141,410203.199938572,1.9717132688658414,24.006969613133098,20.000843284303727,1.225088474439827,999.9228715333965,999.9911493579243,1930.3954157062406,1309.108551160768,0.20877161095153107,182.24772379150826,P3,545,AN,0.0,230.0,50.0,231.123.104.11,12400,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P1,840,0,0,0,0,0,0,40.44987948021506,35.661944566019734,53.03124512484747,18.770841392871674,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H023,H023,282.93243378044417,-36.87834927954995,174.81165301015983,76.87395620275069,0.22506703350289817,39.89709807877326,175.6055453566768,1.5082902323528378,2.4,0.15001703313430492,0.0005008224607665185,368.7868932189772,29.689834732477127,4.453980920814058,0.18469675936036745,0.5007627220084574,0.5041382891197336,3.237856918340354,1.3029089177296849,1.995560074531609,0.2601169492523322,0.2606071370911708,0.5378493096131649,0.46192211136589584,0.46520663504313325,413250.07422092557,1.2317963371712088,23.997730578235263,19.99879898081075,1.2250409074658684,1000.0757649522593,999.8784045368693,3422.7024192663166,2321.124971953433,0.19459878356530716,911.2386189575413,P4,401,BN,120.0,230.0,50.0,233.216.172.252,11067,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P3,840,0,0,0,0,0,0,9.48744660999109,12.21275899488295,55.66321774179605,38.87554473585161,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H024,H024,51.361932101600104,-36.873924054807304,174.84769978739382,76.40091459213498,0.22306360762210042,35.604276205452194,177.06973167325026,1.4697902199390083,2.4,0.15022092286288632,0.004689726390248157,63.17135495813832,21.105687500964518,3.1705158540505747,0.29625637045491504,0.49507515296673726,0.5018461948607559,3.155953829163686,1.3044339615448528,1.9979448578633507,0.2600532543323348,0.26092901982425526,0.5448096794674004,0.5029746200163088,0.5635896105911066,416902.01241058967,1.102720644897264,24.002125478483855,20.00428865654043,1.2249849804105217,1000.0766733424032,1000.1255415858476,621.3377763496612,421.36372142231505,0.21109173873925144,728.990895166033,P4,-438,CN,-120.0,230.0,50.0,228.141.75.149,10364,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P3,840,0,0,0,0,0,0,9.285469657877945,55.904681924067376,15.37508673167825,6.174906655671787,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H025,H025,169.65455618164398,-36.93115067206345,174.80163910861557,76.4747672222582,0.15589231994085082,30.311744939469065,175.51013685413122,1.4798856299744638,2.4,0.15010651682662432,0.0003014407861400827,196.52045250086667,26.80305752920192,4.0233136060121275,0.05923927969446603,0.502361197479997,0.5026831968498331,3.230234962853296,1.308258404481012,1.996235055678958,0.26001544105037805,0.2615741384342487,0.42995818365578437,0.46425143601664387,0.5005949068869986,414215.12126106006,3.0505517482598927,23.99935578007749,19.996292177531537,1.2251166300774365,999.8668516058922,999.9564342816475,2052.3524013265724,1391.814369590697,0.19238810436240092,364.4954475830165,P4,860,AN,0.0,230.0,50.0,232.101.148.203,12835,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P1,840,0,0,0,0,0,0,52.269742888261824,27.9271790085584,38.37222175425059,38.73465100924486,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
H026,H026,136.35111813541687,-36.88282333770491,174.6923893330916,76.40027559586568,0.26622562827512386,36.23354388328615,178.87693479412258,1.4945645875826572,2.4,0.1497059787770547,0.0022197050179349823,169.041263851398,25.65682865165198,3.84098064561074,0.3752217416090195,0.5007665413806499,0.5013644505789208,3.253686893641166,1.3035891550784395,1.996676425174041,0.26006292583895,0.26050052581127364,0.5382731588560444,0.534642073877416,0.4854344467711269,413457.7435740309,2.224232745947049,24.00555551287265,20.005515056743697,1.224806870957935,1000.1979813714647,1000.0133290047255,1649.472616751708,1118.5991688159854,0.19712109418469173,182.24772379150826,P1,-545,BN,120.0,230.0,50.0,230.170.135.191,11903,224.0.2.0,10000,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,ntcl,baseload,0,P4,840,0,0,0,0,0,0,24.201433497511132,15.565166980247891,7.836010562427884,10.365917252196539,5,5,5,5,0,1,1,0,0,2020-09-15T16:12:51.853655,15,0.75,2.5
