house,name,capacity,charging_power,charging_efficiency,soc,target_soc,min_chargingtime,min_dischargingtime,cooling_counter,heating_counter,charging_counter,discharging_counter,proposed_status,actual_status,proposed_demand,actual_demand,mode,priority,with_dr,phase,voltage,angle,frequency,mcast_ip_local,mcast_port_local,mcast_ip_global,mcast_port_global,s0,e0,s1,e1,s2,e2,s3,e3,s4,e4,s5,e5,s6,e6,s7,e7,s8,e8,s9,e9,load_class,load_type,profile,skew,irradiance,irradiance_roof,irradiance_wall1,irradiance_wall2,irradiance_wall3,irradiance_wall4,counter,min_cycletime,min_coolingtime,min_heatingtime
H011,SG011,12.051952902728868,5.221036684087499,0.8970529208924012,0.5255808891195332,0.900752443427858,5,5,38,24,5,5,0,0,0,0,0,59.49174481403651,True,BN,230.0,120.0,50.0,234.37.92.213,11278,224.0.2.0,10000,8.70872849582057,16.29995551425764,10.050432869620916,15.578618389028728,8.673952927031106,16.530008445921222,7.888473457516564,16.76515681579256,9.638960476526444,17.624513543726955,8.790048994646659,18.756814938998957,10.125249409479776,18.555985459844553,12.073854839713054,16.623517448532652,9.12514126494397,16.920074172846434,8.751897391475815,17.82952187993086,battery,storage,Powerwall,0,0,0,0,0,0,0,36.046035745144174,17.126131565129334,31.963450993390754,59.52297307293277
H012,SG012,10.70183497515551,5.737698264112444,0.898605421375295,0.6166684797702525,0.9034489915456361,5,5,11,17,5,5,0,0,0,0,1,56.71115541210722,True,CN,230.0,-120.0,50.0,235.14.86.196,11902,224.0.2.0,10000,8.998570629511802,18.13235348501375,10.575263663742705,16.06209145312266,9.785973680619902,17.155892337106945,7.721147692934153,17.023004350796885,9.770317036105,17.553775626579235,8.074569302537862,15.783182707904903,7.980413936539067,19.0574000732195,9.03019101179383,17.16854259496323,8.914614100243279,16.960162126681695,9.431787073603143,17.81054297390827,battery,storage,Powerwall,0,0,0,0,0,0,0,20.112832568572955,3.0434011862026082,9.260708659843173,53.39781685926703
H013,SG013,11.96597047181873,5.860383317506203,0.89899572281479,0.6474444946674472,0.8992073535355978,5,5,53,45,5,5,0,0,0,0,1,29.270867409499687,True,AN,230.0,0.0,50.0,228.170.61.183,10870,224.0.2.0,10000,8.54325284527646,16.27753737508401,10.529683983940345,17.316133090474004,8.066101079027323,17.745091778191934,9.673474772078164,16.153877481141972,9.3242177161784,17.424193382285146,10.182896901250421,17.70047327610791,9.298019105809372,15.49572511244574,9.44667975277693,15.33182921893123,8.079844589283464,15.747582566690696,8.85897902115884,16.574403084693994,battery,storage,Powerwall,0,0,0,0,0,0,0,14.54766301615692,3.9021243669691885,33.78176329004217,25.221346685539967
H014,SG014,10.908627136071768,5.841992321527011,0.8967005145048911,0.7272435379044884,0.8974406048949147,5,5,39,50,5,5,0,0,0,0,0,35.38220245424538,True,BN,230.0,120.0,50.0,238.71.36.109,12498,224.0.2.0,10000,9.459217581303802,16.979259618957954,7.027675186191638,18.62419432751111,9.638944721744519,16.555192011623202,8.181387965679056,18.3524454812328,7.9703408660821164,16.742380210830756,11.675000332193937,15.866799619421458,9.206881879193684,18.273647108905966,9.971715847234314,18.113053068864353,9.747062408441183,18.05023432205985,8.570217180614666,17.660722283742277,battery,storage,Powerwall,0,0,0,0,0,0,0,45.584662742347184,8.696662007851959,34.81038419601255,29.98307420347828
H015,SG015,6.923578021681492,5.659849301993654,0.9037722995457311,0.710858596044899,0.9018128001600834,5,5,3,34,5,5,0,0,0,0,0,47.590399342163984,True,CN,230.0,-120.0,50.0,226.196.221.152,10369,224.0.2.0,10000,7.965647715161766,17.244112639651576,9.918648175449155,18.239472283568404,10.370216146818736,17.014378321543592,10.14433452948913,17.998112313458883,10.502886168658492,16.407636490636985,7.131102643332068,17.954144439595165,9.5141441647716,16.53505120063171,10.12276110256353,15.930272968657746,8.101205846348291,17.734753132042034,9.612289798629506,14.41111553521696,battery,storage,Powerwall,0,0,0,0,0,0,0,17.839034552212606,35.74813291881111,56.58347417259099,4.988313237962908
H016,SG016,13.391833884996085,6.108512144605003,0.9000372828203261,0.5969897104298978,0.8985959809353099,5,5,32,47,5,5,1,0,0,0,1,59.38802601291515,True,AN,230.0,0.0,50.0,225.208.215.114,10836,224.0.2.0,10000,8.051605131717288,18.412337591171983,8.651931927319648,15.652133833543644,10.237210651030562,17.763388235625087,7.713637124775853,16.76522763956192,9.848804506626177,17.621141520030687,8.701290511201329,15.88231362399624,9.574689512474,16.084999810948673,8.030725133691538,17.126449883225447,8.549768086627289,16.431968556110952,8.205869953083472,17.298225931048655,battery,storage,Powerwall,0,0,0,0,0,0,0,36.36789568615412,54.02168474490356,12.869844927335878,31.841474358431313
H017,SG017,8.828070764181344,6.3479207823652155,0.9010545902062764,0.8988525917989754,0.9003889597109274,5,5,24,20,5,5,0,0,0,0,0,69.23320418797897,True,BN,230.0,120.0,50.0,231.149.179.38,10721,224.0.2.0,10000,9.713855284190979,18.294639722993605,8.510689207476117,18.328240625296182,8.730536865460355,15.947761704335514,7.595452862621056,17.41286846770039,7.2564362511890295,15.804469534641507,8.962651472984401,16.329963841493356,10.745984206531372,18.333226881902448,9.535233781724532,16.387009552325612,6.21455967038649,16.17453837553618,9.3095862946403,17.117706681142444,battery,storage,Powerwall,0,0,0,0,0,0,0,18.166641163846013,23.191667393941152,38.80269469335603,37.010918374056175
H018,SG018,12.490360829808527,5.140382419160867,0.8997201498198615,0.6899526919272846,0.90351775515058,5,5,17,36,5,5,0,0,0,0,0,38.01819557987534,True,CN,230.0,-120.0,50.0,230.49.199.35,10242,224.0.2.0,10000,10.520455468017904,17.69437136072124,8.731932457839624,18.1416151017626,7.66620353142217,18.263003420467424,9.46319189101796,15.967266531747905,8.095436651410731,17.717836611089183,8.643443169832091,17.704813900963146,10.164360537852478,17.90128536887174,8.869508790375148,18.14172459118979,7.942729612129005,17.767762674313914,9.151816666143196,16.163307937658615,battery,storage,Powerwall,0,0,0,0,0,0,0,31.215895246385625,19.64497348667216,18.172210634340825,15.540103948522633
H019,SG019,9.061254058756706,6.379344717629699,0.9023945381472028,0.6408426013569228,0.8985683193652001,5,5,7,13,5,5,0,0,0,0,1,50.3949579305067,True,AN,230.0,0.0,50.0,227.84.96.113,11824,224.0.2.0,10000,8.234028336288032,15.825317706236932,9.582331391280338,17.109697856383573,10.21581743069437,17.088730435430364,9.913764702331216,17.51811060804675,11.07955158997724,17.371376498227665,8.226201513167235,17.153551306209916,7.992392368412164,17.923864981484147,8.022962976193114,17.110626150344583,8.58693848364401,18.795325782610938,9.212333764668363,16.04507883746279,battery,storage,Powerwall,0,0,0,0,0,0,0,2.989072001899833,57.77781329490717,15.183917191981106,55.16666513820382
H020,SG020,8.475555580339641,6.124379763626922,0.8995053139560168,0.7371075383823863,0.8990039541127489,5,5,47,54,5,5,0,0,0,0,1,21.843506256580348,True,BN,230.0,120.0,50.0,224.81.22.130,10259,224.0.2.0,10000,8.95307267904313,17.759093972070197,8.677449823207423,17.99247632513269,8.315104721398201,16.248503648491667,9.35866127003308,15.145304433175724,7.783762874519052,16.79530994917849,9.084532083651514,17.030603005478444,9.627896472798893,17.299629201137574,8.81432005765889,17.893358556040447,9.046819592915142,16.963922250512308,8.808731957640285,17.586413249309935,battery,storage,Powerwall,0,0,0,0,0,0,0,11.059704491163034,57.164434286991984,29.024825628054923,59.78148386082354
H021,SG021,12.455398444782151,6.387325583109975,0.9010982862944683,0.7631081364808058,0.9052979312450964,5,5,38,2,5,5,0,0,0,0,1,36.57016860118764,True,CN,230.0,-120.0,50.0,230.189.203.170,12583,224.0.2.0,10000,9.30632350103663,16.149111278591334,8.939238441391545,16.53997849196386,10.17834895155146,16.780718422958756,9.420588310892082,16.755316293817547,8.909887040263937,16.1745834345746,10.001922907112107,16.74636471177005,9.059099786055032,16.75447447949102,8.495172566757136,16.515916999969807,8.314435801557433,17.970479866039465,9.6910101266332,16.26803451062165,battery,storage,Powerwall,0,0,0,0,0,0,0,6.000724325504168,34.989184310014664,37.437767525127065,48.1587118556104
H022,SG022,7.571376589134024,5.541068084936339,0.9006812879840759,0.7311801357304538,0.8936610891161105,5,5,14,7,5,5,0,0,0,0,0,40.49139992227897,True,AN,230.0,0.0,50.0,234.111.58.50,11988,224.0.2.0,10000,7.83576644853736,16.70844536539389,8.161220721965758,17.213716174384693,9.336170835694887,17.238096384076837,8.496753406568825,17.960930515101786,9.06814097177801,15.661087114801008,8.03505986400018,16.169154874273662,8.681897503938682,16.244628923477226,9.221665239304139,17.028262557296195,9.721136132381801,17.196997985387814,8.911998208222645,17.012749635992314,battery,storage,Powerwall,0,0,0,0,0,0,0,18.00913658895083,24.159591870449706,54.27028670548931,50.55109981874314
H023,SG023,6.751575568599175,6.86713456324626,0.8972709320614005,0.8153268031404857,0.901519380749723,5,5,29,33,5,5,0,0,0,0,1,44.37381087017891,True,BN,230.0,120.0,50.0,234.114.66.16,11048,224.0.2.0,10000,8.97734642644273,16.033299131959538,9.848113249889376,16.254625336343032,8.714130102010047,17.68950065842319,7.136294758076232,18.538894389288764,9.930471400877238,16.685427903582724,7.517445156593835,16.55873856966906,9.36175607750627,16.541602019314933,8.338511193512606,18.38569086775656,9.468500836221724,17.71203927301321,7.871563771213408,17.92349383069489,battery,storage,Powerwall,0,0,0,0,0,0,0,31.58984958528784,23.892008493176036,32.23259424803285,34.40472256441031
H024,SG024,10.25500085226313,5.465347041057322,0.9016401400843588,0.5896025881586034,0.8999003021944662,5,5,29,15,5,5,0,0,0,0,1,44.281978414729195,True,CN,230.0,-120.0,50.0,226.184.53.114,11441,224.0.2.0,10000,8.552211603194026,18.332089473548745,9.930927742733001,18.797673099541463,8.362911127588102,17.451016051169145,7.972236895169639,18.17571576551732,9.32030591690197,17.180144482341145,8.876045199516748,15.603625298338818,7.99623942062618,17.486756782781296,8.58153821402284,16.712700649991884,8.538628907995175,17.510803352650637,10.22011388346489,15.90324024921845,battery,storage,Powerwall,0,0,0,0,0,0,0,26.02922612042704,34.90731534722098,13.43636603083361,41.444437589530935
H025,SG025,9.011570711647241,6.7199697727479055,0.8980947360124694,0.6146242261058658,0.9004238545242949,5,5,21,37,5,5,0,0,0,0,0,78.0463499759682,True,AN,230.0,0.0,50.0,226.139.213.149,12449,224.0.2.0,10000,9.232887451531234,16.105973712628913,8.975490536927254,17.738245780428404,7.619582011747958,16.413742719623006,9.29004798442513,16.063588008006672,9.297490386713338,16.86757136582318,10.52108614804495,17.882293439951155,9.278727779363928,15.575096835950404,8.756203521049438,17.406264682608786,8.992219706077943,17.86919902329054,9.166666407736717,17.188544479272462,battery,storage,Powerwall,0,0,0,0,0,0,0,19.568774755140726,10.330611970046753,3.1923685612716466,24.438238804472295
H026,SG026,10.946224420202803,6.541342476536595,0.901506268951216,0.6246121406672578,0.9014948085255723,5,5,20,8,5,5,0,0,0,0,1,78.37054170767453,True,BN,230.0,120.0,50.0,237.231.179.147,10410,224.0.2.0,10000,8.934177663908788,16.960086144932262,9.539679111331061,16.155632389939036,9.43597479980081,16.554776298339092,9.455299546785401,15.805690386353714,8.611919986221636,18.05537676453138,9.39394215352235,17.704006132365897,10.667676937189889,17.287417271242383,8.736673641657896,15.500000455753533,8.764978412952827,16.61344446833054,9.524901710861938,17.392420052372366,battery,storage,Powerwall,0,0,0,0,0,0,0,24.416079680960564,12.818599922522312,59.84075713026039,35.144813292594996
H027,SG027,12.630607970920341,6.964900422707125,0.8979484826175518,0.916630657365271,0.900192926725404,5,5,17,47,5,5,0,0,0,0,1,26.972298613013262,True,CN,230.0,-120.0,50.0,237.163.114.30,10203,224.0.2.0,10000,10.097781891046889,17.864659281861922,12.494444963798568,17.90857681774135,9.376952827591206,15.738247925536923,7.682027109356154,18.524289290917054,9.816947185182231,16.81776303435275,7.514314969523384,17.43973666513256,9.854469877866995,17.10437871525848,9.299650707056772,18.39606434456991,8.294087219137303,17.28982376984084,9.852917128412475,17.413608514495643,battery,storage,Powerwall,0,0,0,0,0,0,0,52.068836955016224,12.589571110751658,11.103856379627167,36.206323638627346
H028,SG028,8.259127902234395,5.884208914456268,0.900092755059941,0.6403142599146022,0.8992117122998063,5,5,46,35,5,5,0,0,0,0,0,20.24554481192095,True,AN,230.0,0.0,50.0,226.223.214.175,11399,224.0.2.0,10000,9.167359832943296,15.950686264714532,9.235209359511451,15.108729431247308,8.625696362732759,16.98183538525534,7.8492645164039345,16.39187308509194,8.793757130855404,18.56177513124531,8.515788997845943,17.47277362654347,8.985865197797667,14.443449375283674,7.307049570599436,17.7214264509152,7.895205033972203,16.179371657445976,10.004867752975297,16.882283054864843,battery,storage,Powerwall,0,0,0,0,0,0,0,18.94549987292094,11.529034497288187,50.46286165047161,9.27813045321707
H029,SG029,9.827870918649651,5.1057387421727185,0.9016383984113396,0.7729864213393418,0.8991506477641866,5,5,39,57,5,5,0,0,0,0,0,76.25780085299445,True,BN,230.0,120.0,50.0,225.206.197.42,11256,224.0.2.0,10000,7.874660947144812,16.97445686033616,8.026588537852362,15.007630451237219,8.691959144047676,18.81804831612316,8.699660759690666,16.167780960934685,9.960084146601355,16.617701328387344,8.057094022516548,17.657901883312324,9.241794636959737,17.56384428997392,9.75148018513326,16.378614295362887,7.809116396473309,17.117332627273523,9.536202679491627,14.603866999795518,battery,storage,Powerwall,0,0,0,0,0,0,0,47.714535081240896,15.029168203981637,22.42485553383731,34.740322569676465
H030,SG030,8.836178149415863,6.2225325850002555,0.9021486880266253,0.7515288764870813,0.9003044299323628,5,5,27,57,5,5,0,0,0,0,1,62.429788461902604,True,CN,230.0,-120.0,50.0,224.179.137.201,11295,224.0.2.0,10000,8.49003767469692,17.18064410372792,10.836835411164987,16.34946560110062,7.865704178757863,16.40928652013397,9.842329090074433,15.868058204882328,7.913148083357998,17.216337878342326,8.045357238579713,18.392943437998113,9.472794776570844,16.923273174652216,8.312625514637512,15.549132571501382,8.274386648370431,16.748500685746176,7.373239036002758,17.719711541612803,battery,storage,Powerwall,0,0,0,0,0,0,0,34.11890888195475,13.084377158073405,37.14986013012873,41.5527712877584
H031,SG031,8.995105045540907,6.6591226883501395,0.899596605868244,0.8940807683149221,0.8984728052196682,5,5,56,10,5,5,0,0,0,0,1,22.463817942542253,True,AN,230.0,0.0,50.0,233.164.78.22,10115,224.0.2.0,10000,9.553428233686128,17.968773742316756,9.217576467987637,17.438417304053164,8.620329750317968,20.045589996737892,8.962412067112083,17.10588173603295,10.271942593740683,16.05677409316211,8.91426243857562,18.07522179620985,8.20714665543831,18.431885180032445,9.708438012223528,17.65818422299084,9.031093836633897,15.73015478617339,9.397124234472273,16.866583488028432,battery,storage,Powerwall,0,0,0,0,0,0,0,58.76629797559534,12.173894038289976,45.40171630313648,34.93125932487027
H032,SG032,9.286272361026985,6.167946694435601,0.8995387811114431,0.36527750331079223,0.8976320328583515,5,5,43,29,5,5,0,0,0,0,0,37.219618382043535,True,BN,230.0,120.0,50.0,224.125.153.173,10815,224.0.2.0,10000,7.732792338266966,16.0653836577838,8.916846203932021,15.937149548938981,9.140620525811764,16.64345607681686,9.791105559547763,18.32064924121218,8.457145291461671,15.902661656423586,7.872832301717003,16.64139599375984,10.332735514436967,18.03544495053921,8.4067542006051,17.163869248746902,10.165235257547321,17.12831874782948,8.707614140780255,15.242615242835294,battery,storage,Powerwall,0,0,0,0,0,0,0,4.103292252553706,23.804211881252957,12.599894516168474,30.773079682645054
H033,SG033,9.674380572583232,6.021357817639715,0.9058348252308756,0.7632111462672541,0.8999214430019165,5,5,44,28,5,5,0,0,0,0,0,76.08936173497219,True,CN,230.0,-120.0,50.0,235.158.247.245,12098,224.0.2.0,10000,6.3883381260671595,16.634269606124874,9.529607606693327,15.58489398336693,9.5136164519916,15.827086535042135,9.936806538499999,17.59592924111293,8.57494846922905,17.64397504318007,8.897139174533157,17.22130848721538,9.661571775651138,16.708050799087715,10.658082842503223,16.534760652890544,5.32210173835954,16.37588060254728,9.469244675049016,17.22033078046218,battery,storage,Powerwall,0,0,0,0,0,0,0,5.914574123107609,19.542224781526674,8.005683167442518,14.299008266734752
H034,SG034,10.25160706194562,5.7062764830503765,0.8964615586262076,0.757911209891026,0.8994602127006436,5,5,11,18,5,5,0,0,0,0,1,36.52855742112938,True,AN,230.0,0.0,50.0,226.2.184.197,11167,224.0.2.0,10000,8.640314366811092,18.46657309061618,10.94977217380511,16.55316643540596,9.255938228822483,18.01480128607853,7.834519003566308,15.61424986074124,8.465446616690922,17.44629460336264,9.09959033737992,16.731312102267392,10.382521983211294,16.645435343035512,8.831103273709653,16.640163324515964,8.65537329476248,18.242871082855167,9.686193033908719,17.231964645834186,battery,storage,Powerwall,0,0,0,0,0,0,0,9.483801626204944,25.374359455268674,26.007112781508837,36.73006617125542
H035,SG035,12.974079819293316,6.118796468757601,0.897298874363265,0.7074423391007669,0.89650849727254,5,5,25,6,5,5,0,1,0,0,1,24.176506301805134,True,BN,230.0,120.0,50.0,230.56.137.72,12812,224.0.2.0,10000,8.147278910546632,16.997753687836546,9.208390726528059,17.49463315782685,9.225926503355423,17.913735752357397,8.463706752771143,14.694489945700012,8.636168811488696,14.763609159561772,8.76755342999172,17.596925046750744,10.534994428358408,16.60598409951756,9.402987518203682,17.615255774943705,9.393516667883915,18.175681268937815,8.87517588755014,18.14505656699339,battery,storage,Powerwall,0,0,0,0,0,0,0,7.780736961228265,14.847091301474746,58.02530588935136,48.612999649899095
H036,SG036,13.423907459786546,5.0105032950191095,0.8994066356620183,0.7511191073514885,0.9007417979244495,5,5,59,9,5,5,0,0,0,0,1,28.593190292179834,True,CN,230.0,-120.0,50.0,235.212.118.11,10101,224.0.2.0,10000,9.583884878616631,15.760529569440097,10.293202941983356,19.312703581978266,9.176057000116266,16.911371467995128,8.860342230281743,17.21475811322962,9.13707303097074,17.927751081602526,9.10374433972089,16.516442935459587,9.115376505498283,18.07832378582954,10.844749678954013,14.85571573496289,8.716866742336984,17.191477625803785,7.074929319008074,17.406047049795248,battery,storage,Powerwall,0,0,0,0,0,0,0,21.630147670490597,58.81136808200073,48.166549147617964,37.763016459277765
H037,SG037,11.46995268729389,6.113195515973652,0.8972079664716988,0.4484301026615358,0.9041606051916176,5,5,35,46,5,5,0,0,0,0,0,67.98685259479471,True,AN,230.0,0.0,50.0,237.250.99.137,10427,224.0.2.0,10000,8.306888087783868,15.479459020343857,7.235639662013673,17.04070634993043,9.659124603774623,15.7745625138187,11.181303011117592,16.007459276803228,7.974338169721621,19.451658284335085,10.568340483382967,17.26755456732832,7.514736057701297,16.22869978181149,8.204241660740694,16.144533544386206,9.732146614564943,16.100877045599837,9.378249337370214,17.883081181617165,battery,storage,Powerwall,0,0,0,0,0,0,0,52.950541660752044,22.179774875114717,30.579538804235995,7.8728473260250915
H038,SG038,12.636142918750236,6.725323971539929,0.9014528357653734,0.854331710000288,0.904890956103672,5,5,39,3,5,5,0,0,0,0,0,47.142765686933224,True,BN,230.0,120.0,50.0,234.155.210.167,12023,224.0.2.0,10000,9.009636797977082,15.76184957930348,9.366436914962708,17.99924959251873,8.267703888954859,16.271451728740544,8.546412691208772,16.757455668353156,9.564206917977003,17.2860232214292,9.752170540145183,17.31689242916151,9.165436000676157,15.95394596192533,9.149465176737136,16.549146792076744,7.789108705052269,17.182182051801185,10.657794534930064,17.48808061403136,battery,storage,Powerwall,0,0,0,0,0,0,0,33.071724565937835,24.569902966403813,47.75834354500418,9.231030999709642
H039,SG039,10.858977439704717,6.605050887365733,0.8982411371977025,0.6904156158867839,0.8963267166357024,5,5,31,0,5,5,0,0,0,0,0,74.51755629005024,True,CN,230.0,-120.0,50.0,233.187.86.104,12769,224.0.2.0,10000,7.5196120419052175,15.488405829799603,8.934516352660864,16.640364992844876,9.588780082364893,15.954001667410495,7.409845672451698,17.675088158392768,8.486830828813003,16.17549012968961,8.816136332186833,18.28713637141443,8.56675021011771,18.18463102203779,9.370013913157969,16.838096964610173,8.008817634498932,17.42367477901995,8.292840341736817,16.947467729883993,battery,storage,Powerwall,0,0,0,0,0,0,0,39.86942809261892,28.509161518899557,23.551017090628203,21.288515417534075
